"Genre","Content","Audience","Income","RATING","ID"
"Drama","PG13",38182.87,31357.58,"Average",3454
"Action","R",36953.38,26299.83,"Average",3455
"Documentary","PG13",2528.85,30403.36,"Great",3456
"Drama","R",31191.36,24721.85,"Great",3457
"Drama","PG",34648.19,33610.91,"Average",3458
"Documentary","R",22348.14,46975.98,"Great",3459
"Comedy","R",29355.71,23614.18,"Average",3460
"Action","PG13",28904.16,30850.25,"Average",3461
"Drama","PG",35569.67,36719.84,"Average",3462
"Documentary","PG",1882.63,2574.93,"Average",3463
"Action","PG13",36654.28,25025.75,"Average",3464
"Documentary","PG13",3009.47,34816.55,"Great",3465
"Action","PG13",6678.83,14920.71,"Average",3466
"Action","PG13",6437.76,29228.91,"Great",3467
"Documentary","R",14371.81,5364.26,"Average",3468
"Action","R",11183.87,1621.56,"Average",3469
"Comedy","PG",4716,30006.73,"Great",3470
"Drama","PG13",26146.71,27006.59,"Average",3471
"Comedy","R",8663.08,15318.33,"Average",3472
"Documentary","R",25142.76,30956.46,"Average",3473
"Drama","R",17767.01,24265.77,"Great",3474
"Documentary","PG",15657.08,42274.3,"Great",3475
"Documentary","PG",34969.45,5137.35,"Average",3476
"Comedy","R",17360.57,26420.83,"Average",3477
"Documentary","R",27937.85,40070.29,"Average",3478
"Documentary","PG",39031.9,30181.4,"Average",3479
"Documentary","PG",28511.98,14619.14,"Average",3480
"Drama","R",16600.21,34899.54,"Great",3481
"Drama","PG13",33854.8,4107.87,"Average",3482
"Comedy","R",18728.89,3314.78,"Average",3483
"Comedy","R",13414.2,43661.9,"Great",3484
"Documentary","PG13",39002.37,13538.27,"Average",3485
"Documentary","PG13",9252.47,446.23,"Average",3486
"Action","R",1442.05,2034.21,"Average",3487
"Drama","PG",27430.19,25723.85,"Average",3488
"Comedy","PG13",11179.47,13247.99,"Average",3489
"Comedy","PG",2202.02,1989.46,"Average",3490
"Action","R",38942.97,18722.82,"Great",3491
"Comedy","R",39179.08,8420.42,"Average",3492
"Comedy","R",1906.9,45094.51,"Great",3493
"Documentary","R",25784.94,31718.41,"Average",3494
"Drama","PG13",11894.66,11059.34,"Average",3495
"Drama","PG13",11541.4,6803.26,"Average",3496
"Documentary","R",32727.75,21387.21,"Average",3497
"Documentary","R",19549.5,15849.67,"Average",3498
"Comedy","PG",1681.74,10433.25,"Great",3499
"Drama","PG13",15224.74,33281.5,"Great",3500
"Comedy","R",495.47,41239.22,"Great",3501
"Drama","PG13",36618.38,31165.67,"Average",3502
"Drama","PG",25148.95,21267.3,"Average",3503
"Comedy","PG",19693.56,48165.22,"Great",3504
"Documentary","R",35692.46,39591.29,"Average",3505
"Documentary","PG13",39043.07,23984.92,"Average",3506
"Documentary","PG13",22577.58,17951.78,"Average",3507
"Action","PG13",2605.25,16575.71,"Great",3508
"Documentary","R",37744.07,8588.72,"Average",3509
"Action","PG",10496.85,4594.27,"Average",3510
"Comedy","R",5595.5,30193.25,"Great",3511
"Comedy","R",23132.17,34348.72,"Average",3512
"Comedy","PG",19569.42,48664.21,"Great",3513
"Documentary","PG",33009.96,46255.08,"Average",3514
"Comedy","PG13",35734.56,41765.57,"Average",3515
"Comedy","PG",23268.12,6026.38,"Average",3516
"Documentary","PG",38017.92,32489.27,"Average",3517
"Action","R",16024.66,41475.85,"Great",3518
"Action","PG",33969.1,24392.09,"Average",3519
"Drama","PG",2556.09,33060.31,"Great",3520
"Drama","PG",20678.55,49127.92,"Great",3521
"Drama","R",4987.79,4411.63,"Great",3522
"Documentary","PG13",29552.34,16607.64,"Average",3523
"Action","R",14011.81,5537.24,"Great",3524
"Drama","PG",6829.47,921.56,"Average",3525
"Comedy","PG",28716.7,37108.97,"Great",3526
"Drama","PG13",10405.55,289.74,"Average",3527
"Comedy","PG13",21474.65,26412.69,"Average",3528
"Drama","PG13",4263.97,35970.59,"Great",3529
"Action","R",31225.72,37672.57,"Average",3530
"Drama","PG13",34274.26,9511.52,"Average",3531
"Drama","R",27083.83,9057.52,"Great",3532
"Drama","PG13",33173.53,20912.19,"Average",3533
"Comedy","PG13",37001.01,20260.79,"Average",3534
"Documentary","PG",38318.79,11366.38,"Average",3535
"Documentary","PG13",29849.49,29595.41,"Average",3536
"Comedy","PG13",36849.88,8896.36,"Average",3537
"Comedy","R",5937.15,45578.27,"Great",3538
"Comedy","PG",34630.83,40056.56,"Average",3539
"Documentary","PG",10850.69,15495.36,"Average",3540
"Comedy","PG",28900.29,22461.83,"Average",3541
"Drama","PG",24465.46,5154.06,"Average",3542
"Comedy","PG13",18888.62,42865.63,"Great",3543
"Comedy","PG13",37878.62,21300.97,"Average",3544
"Action","R",9215.18,18515.6,"Great",3545
"Comedy","PG13",23415.68,20544.18,"Average",3546
"Action","PG",14422.85,47177.22,"Great",3547
"Documentary","R",25475.6,48808.64,"Great",3548
"Documentary","R",36474.26,16951.57,"Average",3549
"Drama","PG13",10595.21,42521.62,"Great",3550
"Drama","PG13",24065.34,28204.75,"Average",3551
"Action","R",24679.67,31186.67,"Average",3552
"Comedy","PG13",4332.98,48942.34,"Great",3553
"Documentary","R",37652.28,30176.23,"Average",3554
"Drama","PG13",9143.75,14816.03,"Average",3555
"Comedy","PG",236.1,46998.59,"Great",3556
"Drama","PG13",21697.65,22702.06,"Average",3557
"Comedy","R",10793.11,41378.12,"Great",3558
"Comedy","R",26975.17,4941.58,"Average",3559
"Documentary","R",12237.49,39574.46,"Great",3560
"Comedy","PG",24075,26206.87,"Average",3561
"Documentary","PG13",11054.2,3396.28,"Average",3562
"Drama","R",25405.65,46933.14,"Great",3563
"Drama","R",26261.46,38919.57,"Great",3564
"Documentary","R",20431.24,43905.1,"Great",3565
"Comedy","PG13",34799.65,4434.23,"Average",3566
"Comedy","R",16479.48,32156.65,"Average",3567
"Documentary","PG13",39552.45,23358.31,"Average",3568
"Drama","R",30480.81,40237.94,"Great",3569
"Comedy","R",34965.28,18643.05,"Average",3570
"Drama","R",32774.74,24573.62,"Great",3571
"Action","R",34583.71,25834.04,"Average",3572
"Action","PG13",25040.75,30884.58,"Average",3573
"Action","PG13",38182.97,5553.02,"Average",3574
"Documentary","PG",7936.27,5004.27,"Average",3575
"Comedy","PG13",28497.59,28422.31,"Average",3576
"Action","PG",34238.63,49717.06,"Average",3577
"Documentary","R",20067.92,27990.07,"Average",3578
"Comedy","R",28595.34,3593.08,"Average",3579
"Drama","PG",2694.93,160.81,"Average",3580
"Action","R",3264.02,40764.51,"Great",3581
"Drama","PG",31904.96,8307.86,"Average",3582
"Comedy","PG13",11860.53,22146.73,"Average",3583
"Action","PG13",13426.45,42005.37,"Great",3584
"Documentary","PG",7074.23,2518.01,"Average",3585
"Drama","PG",34350.57,8770.33,"Average",3586
"Documentary","R",5294.38,17007.95,"Great",3587
"Action","PG",29792.3,23073.12,"Average",3588
"Drama","PG",11527.45,37101.98,"Great",3589
"Documentary","PG13",39001.85,39610.79,"Average",3590
"Comedy","R",15456.84,27135.71,"Average",3591
"Action","PG",27435.63,8025.62,"Average",3592
"Drama","PG",21826.41,44279.23,"Great",3593
"Drama","PG",1171.07,11857.41,"Great",3594
"Drama","PG",10711.96,34440.71,"Great",3595
"Action","PG",12768.15,45756.23,"Great",3596
"Drama","PG",32769.54,24384.64,"Average",3597
"Action","R",21771.98,21604.19,"Average",3598
"Documentary","PG",8127.06,4838.78,"Average",3599
"Drama","PG",17761.36,29813.19,"Average",3600
"Comedy","PG",14946.23,25224.59,"Average",3601
"Action","PG13",26067.43,11651.07,"Average",3602
"Documentary","R",20706.96,44272.29,"Great",3603
"Drama","PG13",11138.81,48519.28,"Great",3604
"Drama","PG13",2871.66,30234.21,"Great",3605
"Action","PG13",18221.27,37578.98,"Great",3606
"Documentary","R",19149.44,32792.59,"Average",3607
"Action","PG13",35973.22,39840.23,"Average",3608
"Documentary","R",2960.44,6493.27,"Great",3609
"Documentary","PG",5834.58,33509.28,"Great",3610
"Documentary","PG",22682.17,12448.32,"Average",3611
"Drama","PG13",2763.77,44875.84,"Great",3612
"Action","R",22122.97,9739.75,"Average",3613
"Drama","PG",32980.67,27968.56,"Average",3614
"Drama","PG13",18081.13,1961.42,"Average",3615
"Documentary","R",32699.7,47296.02,"Average",3616
"Action","PG13",36270.62,40755.94,"Great",3617
"Action","R",10536.2,7077.16,"Average",3618
"Documentary","R",32450.77,5233.79,"Average",3619
"Drama","R",35311.79,40903.1,"Great",3620
"Drama","R",31183,45365.74,"Great",3621
"Documentary","R",23466.55,4832.74,"Average",3622
"Documentary","PG",3714.44,14960.55,"Great",3623
"Comedy","PG",14709.07,20221.27,"Average",3624
"Comedy","PG13",17700.58,7214.25,"Average",3625
"Comedy","PG13",26325.79,49216.97,"Great",3626
"Comedy","PG13",4946.05,38248.04,"Great",3627
"Documentary","PG13",6178.07,41616.61,"Average",3628
"Action","PG13",1470.95,7170.38,"Great",3629
"Drama","PG",14442.79,9334.47,"Average",3630
"Action","PG",33606.68,12034.13,"Average",3631
"Drama","PG",23112.62,11223.01,"Average",3632
"Action","PG",9285.12,1032.09,"Average",3633
"Comedy","PG13",14870.16,26762.04,"Average",3634
"Drama","R",15580.26,45481.46,"Great",3635
"Action","R",826.73,5153.5,"Great",3636
"Comedy","PG13",11150.26,1367.22,"Average",3637
"Action","PG13",11839.77,30364.41,"Great",3638
"Drama","PG",33252.12,20049.68,"Average",3639
"Action","PG",26796.79,2081.82,"Average",3640
"Drama","PG",35508,29497.46,"Average",3641
"Drama","R",2201.81,46409.34,"Great",3642
"Action","PG13",36338.24,15275.51,"Average",3643
"Action","PG",14886.02,23796.78,"Average",3644
"Documentary","PG",33376.68,9773.13,"Average",3645
"Drama","PG",11152,2352.91,"Average",3646
"Comedy","PG13",22952.01,38458.83,"Average",3647
"Comedy","PG",8563.46,49183.61,"Great",3648
"Comedy","R",8094.87,9700.5,"Average",3649
"Documentary","R",7116.09,28015.28,"Great",3650
"Comedy","PG",30381.45,36739.47,"Average",3651
"Drama","PG13",27202.22,29413.99,"Average",3652
"Documentary","PG13",21471.24,45921.22,"Great",3653
"Action","PG13",36076.2,33856.79,"Average",3654
"Documentary","R",34531.27,27433.68,"Average",3655
"Drama","PG13",30914.73,5083.7,"Average",3656
"Documentary","PG",2359.94,47144.1,"Great",3657
"Drama","PG13",12386.34,36697.24,"Average",3658
"Action","PG13",7387.05,46130.11,"Great",3659
"Comedy","R",25742.13,17282.38,"Average",3660
"Drama","PG",28305.1,23715.07,"Average",3661
"Drama","PG13",15745.22,18199.61,"Average",3662
"Documentary","PG",16533.66,35795.9,"Great",3663
"Action","PG",28203.44,49633.32,"Average",3664
"Drama","PG13",27836.93,47293.5,"Average",3665
"Comedy","R",29718.55,3856.31,"Average",3666
"Comedy","PG",10790.25,16824.34,"Average",3667
"Documentary","PG13",24407.44,43838.84,"Average",3668
"Documentary","PG",7308.38,11280.16,"Average",3669
"Action","PG13",24383.95,16809.96,"Average",3670
"Documentary","R",7258.15,30285.17,"Great",3671
"Drama","PG",36771.67,45942.16,"Average",3672
"Drama","R",1180.84,18396.54,"Great",3673
"Comedy","PG",1153.83,11372.36,"Great",3674
"Action","R",25671.46,47786.94,"Average",3675
"Drama","PG",38208.45,34468.33,"Average",3676
"Documentary","PG",39347.38,32494.25,"Average",3677
"Comedy","R",18121.23,31565.8,"Average",3678
"Drama","PG",12243.1,43379.65,"Average",3679
"Documentary","PG",23266.22,6645.65,"Average",3680
"Drama","PG",25686.41,16416.65,"Average",3681
"Documentary","PG",842.83,15076.37,"Great",3682
"Drama","PG13",6185.05,41855.15,"Average",3683
"Drama","R",35152.37,32698.38,"Great",3684
"Action","PG13",1125.37,41500.99,"Great",3685
"Drama","PG",21382.4,18731,"Average",3686
"Documentary","PG13",12135.78,48897.53,"Great",3687
"Drama","PG",38834.25,18985.03,"Average",3688
"Drama","PG",5652.25,31040.25,"Great",3689
"Action","R",37926.7,48544.53,"Average",3690
"Drama","PG13",20093.45,11551.39,"Great",3691
"Documentary","R",26875.45,46217.18,"Average",3692
"Documentary","R",5400.23,47438.33,"Great",3693
"Documentary","R",31415.06,18134.08,"Average",3694
"Comedy","PG13",4433.17,39674.44,"Great",3695
"Drama","PG",9272.94,28940.76,"Great",3696
"Action","R",24385.88,28578.78,"Average",3697
"Action","R",10613.89,31663.65,"Great",3698
"Documentary","PG13",2676.1,33280.73,"Great",3699
"Comedy","R",1705.61,10241.13,"Great",3700
"Documentary","PG",7590.05,45969.98,"Great",3701
"Comedy","PG13",17106.25,4182.6,"Average",3702
"Comedy","R",11951.4,6888.39,"Average",3703
"Action","PG13",34332.43,40298,"Average",3704
"Comedy","PG13",13342.41,15596.43,"Great",3705
"Drama","R",10185.85,28675.22,"Great",3706
"Action","R",1876.19,44142.42,"Great",3707
"Action","R",15270.25,10830.32,"Average",3708
"Action","PG",16438.51,36491.09,"Great",3709
"Action","PG",7767.88,4086.31,"Average",3710
"Comedy","R",16053.97,23868.76,"Average",3711
"Documentary","PG",12263.39,35236.38,"Great",3712
"Documentary","PG13",4701.84,6977.24,"Average",3713
"Drama","R",17269.69,43345.08,"Great",3714
"Documentary","R",34256.96,4752.05,"Average",3715
"Comedy","PG13",33291.98,36087.02,"Average",3716
"Action","R",16742.55,35514.35,"Great",3717
"Action","PG13",38056.98,6286.02,"Average",3718
"Comedy","PG",19426.14,21622.03,"Average",3719
"Documentary","R",35750.99,33855.5,"Great",3720
"Comedy","PG",23433.56,41935.97,"Average",3721
"Action","PG",19241.29,638.11,"Average",3722
"Action","R",39663.63,39116.5,"Average",3723
"Documentary","PG13",9474.91,40325.19,"Great",3724
"Comedy","PG",3074.05,7182.75,"Great",3725
"Documentary","PG",24902.25,44896.65,"Average",3726
"Documentary","PG13",12552.05,18355.07,"Average",3727
"Action","PG13",15895.42,23421.66,"Average",3728
"Drama","PG13",21422.03,30593.82,"Average",3729
"Drama","PG13",8666.91,16273.72,"Average",3730
"Drama","PG13",25331.61,17063,"Average",3731
"Documentary","PG13",15496.36,19213.45,"Average",3732
"Comedy","PG13",23509.2,39053.29,"Average",3733
"Action","PG13",26729.31,22277.74,"Average",3734
"Comedy","PG13",4364.27,26798.88,"Great",3735
"Drama","R",18601.47,13443.91,"Great",3736
"Comedy","R",25919.33,2655.56,"Average",3737
"Documentary","PG13",38567.96,4472.13,"Average",3738
"Documentary","PG13",35651,19149.96,"Average",3739
"Drama","PG",1704.7,3624.34,"Great",3740
"Drama","PG",15634.62,43405.96,"Great",3741
"Comedy","PG13",22737.41,9338.62,"Average",3742
"Action","PG",6701.26,6933.18,"Average",3743
"Action","R",23076.2,3468.71,"Average",3744
"Comedy","PG13",35560.4,19700.98,"Average",3745
"Comedy","PG",23590.99,45511.57,"Average",3746
"Action","PG13",31587.38,2972.06,"Average",3747
"Action","PG",23756.15,16735.53,"Average",3748
"Action","PG",31163.74,31394.69,"Average",3749
"Comedy","PG",5202.85,40103.24,"Great",3750
"Drama","R",32586.95,21746.53,"Average",3751
"Documentary","PG",14414.47,44192.82,"Great",3752
"Drama","PG13",14078.57,14886.24,"Great",3753
"Comedy","PG",35518.4,10055.34,"Average",3754
"Documentary","PG",13776.3,32694.48,"Great",3755
"Documentary","R",5698.6,27281.28,"Great",3756
"Action","PG13",31485.3,7034.37,"Average",3757
"Comedy","PG13",14058.32,11774.19,"Average",3758
"Comedy","PG",22349.05,45893.45,"Great",3759
"Drama","PG",7831.24,37503.2,"Average",3760
"Action","PG",5470.78,41885.73,"Great",3761
"Documentary","PG",35938.86,36496.66,"Average",3762
"Comedy","R",7801.26,19053.8,"Great",3763
"Comedy","R",12118.17,33501.8,"Great",3764
"Comedy","PG13",1583.2,25185.21,"Great",3765
"Drama","R",12942.14,49355.88,"Great",3766
"Action","PG13",11056.79,42035.22,"Great",3767
"Drama","PG",35644.32,44739.36,"Average",3768
"Documentary","PG",25100.76,11617.43,"Average",3769
"Drama","R",35716.35,1744.18,"Great",3770
"Action","PG13",34660.86,18948.25,"Average",3771
"Action","PG13",13051.22,10513.74,"Average",3772
"Action","PG",4025.81,36179.95,"Great",3773
"Drama","R",30599.43,46631.26,"Great",3774
"Documentary","R",20642.32,7651.97,"Average",3775
"Comedy","PG13",6327.07,8450.13,"Average",3776
"Drama","R",36749.21,25188.75,"Great",3777
"Documentary","PG",30491.58,14589.47,"Average",3778
"Drama","PG13",26011.42,33176.57,"Average",3779
"Documentary","PG",5357.65,31032.63,"Great",3780
"Action","R",15508.21,42619.59,"Great",3781
"Documentary","R",11826.16,21261.97,"Great",3782
"Documentary","PG13",5049.56,19786.59,"Great",3783
"Comedy","R",28495.23,14458.5,"Average",3784
"Comedy","PG13",32717.07,36559.83,"Average",3785
"Comedy","PG13",14042.89,41913.88,"Great",3786
"Action","PG",13714.62,38244.52,"Great",3787
"Comedy","R",13425.21,15532.36,"Average",3788
"Comedy","R",39013.24,19001.76,"Average",3789
"Drama","PG",23249.34,35339.83,"Average",3790
"Action","PG",38578.92,29471.67,"Average",3791
"Action","PG",11754.99,18596.9,"Average",3792
"Documentary","R",19076.25,25226.64,"Average",3793
"Drama","PG",16257.08,18010.11,"Average",3794
"Drama","PG13",25890.48,31296.71,"Average",3795
"Action","PG",1481.98,42494.12,"Great",3796
"Documentary","PG13",33003.94,42542.91,"Average",3797
"Drama","R",37783.55,38514.65,"Average",3798
"Documentary","R",2377.69,22806.37,"Great",3799
"Documentary","R",6079.25,2315.79,"Average",3800
"Action","PG",20526.4,2838.18,"Average",3801
"Action","PG",2987.87,37159.22,"Great",3802
"Documentary","PG",5135.46,9753.76,"Average",3803
"Documentary","PG",7737.13,38342.4,"Great",3804
"Comedy","PG13",15916.62,4187.87,"Average",3805
"Documentary","PG",33928.03,47403.82,"Average",3806
"Action","PG",10790.23,18541.15,"Average",3807
"Documentary","PG13",1428.11,9056.73,"Great",3808
"Drama","R",19372.72,30397.56,"Great",3809
"Action","PG13",13506.6,31091.92,"Great",3810
"Action","R",15405.22,39026.25,"Great",3811
"Drama","R",16170.29,22214.88,"Great",3812
"Comedy","R",19314.27,26354.42,"Average",3813
"Action","PG",25986.73,35233.93,"Average",3814
"Documentary","PG",14580.78,15001.25,"Great",3815
"Action","R",31149.86,48483.64,"Average",3816
"Documentary","PG",39033.03,46637.98,"Great",3817
"Action","PG",13959.74,14673.59,"Average",3818
"Documentary","PG",32752.36,26616.82,"Average",3819
"Drama","R",25551.92,33835.34,"Great",3820
"Documentary","PG",39190.52,4730.32,"Average",3821
"Drama","PG",26094.35,5030.21,"Average",3822
"Comedy","PG",27150.14,36294.19,"Average",3823
"Documentary","PG",12244.36,38257.48,"Average",3824
"Comedy","PG",36016.59,12081.3,"Average",3825
"Drama","R",33947.44,47469.64,"Great",3826
"Comedy","R",28656.12,451.85,"Average",3827
"Drama","R",24984.17,47975.15,"Average",3828
"Documentary","PG13",18180.81,11573.38,"Average",3829
"Drama","PG",4899.03,41667.25,"Great",3830
"Action","PG",16502.03,1613.46,"Average",3831
"Comedy","PG",39936.36,14576.26,"Average",3832
"Drama","PG13",37245.25,48720.37,"Average",3833
"Comedy","PG13",22219.7,16773.35,"Average",3834
"Comedy","PG13",20467.41,4045.61,"Average",3835
"Documentary","PG",23633.31,17649.74,"Great",3836
"Action","R",17993.22,29628.93,"Average",3837
"Documentary","PG",21505.37,43293.87,"Great",3838
"Drama","PG13",37094.66,2194.28,"Average",3839
"Drama","R",30406.41,42234.89,"Great",3840
"Drama","PG13",8810.21,8180.43,"Average",3841
"Action","PG",13067.44,24933.68,"Average",3842
"Action","R",8567.67,37244.89,"Great",3843
"Documentary","PG",17655.19,38027.47,"Great",3844
"Action","PG",2062.79,39870.56,"Great",3845
"Comedy","R",24567.3,16691.92,"Average",3846
"Drama","PG13",18617.77,47707.49,"Great",3847
"Action","PG",29101.77,40006.21,"Great",3848
"Comedy","PG",39828.8,44246,"Great",3849
"Action","R",24820.74,48166.04,"Average",3850
"Action","PG",13007.44,23873.98,"Average",3851
"Comedy","R",21639.11,8537.89,"Average",3852
"Comedy","PG",32354.79,4608.84,"Average",3853
"Action","R",9102.57,41295.85,"Great",3854
"Action","R",39728.79,9902.39,"Average",3855
"Documentary","R",22836.03,36063.95,"Average",3856
"Action","PG",13605.86,17828.36,"Average",3857
"Documentary","R",29706.45,32992.11,"Average",3858
"Comedy","R",18759.07,19001.82,"Average",3859
"Drama","PG13",9057.24,45845.96,"Great",3860
"Comedy","PG13",21412.31,42393.54,"Average",3861
"Documentary","PG13",27823.89,11826.46,"Average",3862
"Drama","PG13",7590.14,2354.05,"Average",3863
"Action","PG",37055.89,28769.69,"Average",3864
"Documentary","R",31823.3,11083.71,"Average",3865
"Action","PG13",3349.4,3606.99,"Average",3866
"Drama","PG13",33951.57,11713.75,"Average",3867
"Action","PG13",36140.36,14009.34,"Average",3868
"Documentary","PG13",26876,43646.87,"Average",3869
"Documentary","PG13",21159.32,47880.1,"Great",3870
"Comedy","R",17371.18,6277.48,"Average",3871
"Documentary","PG13",33739.32,41133.84,"Average",3872
"Action","PG",38682.66,20645.18,"Average",3873
"Drama","R",3958.08,16638.6,"Great",3874
"Comedy","R",33395.12,42459.7,"Average",3875
"Drama","R",28896.35,1456.04,"Great",3876
"Documentary","PG13",23297.69,46865.25,"Great",3877
"Comedy","PG13",20362.19,30592.33,"Average",3878
"Action","R",5636.66,25931.9,"Great",3879
"Action","PG",4587.48,19406.54,"Great",3880
"Documentary","R",2028.29,14654.64,"Great",3881
"Action","PG",30037.34,46867.12,"Average",3882
"Comedy","PG13",29943.48,28521.58,"Average",3883
"Documentary","PG13",626.29,4122.22,"Great",3884
"Documentary","PG",15431.76,48143.75,"Great",3885
"Comedy","PG13",38780.25,40219.52,"Average",3886
"Documentary","PG13",12866.55,29711.42,"Average",3887
"Action","PG13",16497.89,10408.12,"Average",3888
"Drama","PG13",36707.88,25301.17,"Average",3889
"Drama","PG",37714.55,19249.54,"Average",3890
"Action","PG",31970.91,3626.96,"Average",3891
"Drama","PG",11124.46,6878.68,"Average",3892
"Action","PG",27024.89,36221.8,"Average",3893
"Documentary","PG13",16022.55,13935.56,"Average",3894
"Documentary","PG",28366.77,17860.11,"Average",3895
"Action","PG13",17158.24,42253.46,"Great",3896
"Drama","R",27304.84,10293.96,"Great",3897
"Comedy","PG13",26361.72,49322.45,"Average",3898
"Action","PG",5200.96,4606.89,"Average",3899
"Drama","R",9091.67,5658.25,"Great",3900
"Documentary","PG13",12959.53,19489.52,"Average",3901
"Action","PG",21412.92,25068.16,"Average",3902
"Drama","PG",21626.65,19448.36,"Average",3903
"Drama","PG",2650.21,47314,"Great",3904
"Documentary","PG13",20751.58,3877.86,"Average",3905
"Comedy","PG13",27635.1,10508.34,"Average",3906
"Comedy","PG",32051.76,21299.67,"Average",3907
"Drama","R",5884.38,27469.99,"Great",3908
"Comedy","PG13",38962.53,29756.28,"Average",3909
"Documentary","PG",14371.21,33234.8,"Great",3910
"Action","PG13",35590.17,36700.23,"Average",3911
"Drama","R",7584.19,15589.69,"Great",3912
"Action","PG",5679.97,39690.99,"Average",3913
"Action","R",3652.22,39179.66,"Great",3914
"Comedy","R",21635.76,23070.06,"Average",3915
"Drama","PG",7902.64,21728.04,"Great",3916
"Action","PG",31262.56,22510.34,"Average",3917
"Drama","PG13",10243.03,32781.89,"Great",3918
"Comedy","PG",2411.87,28263.84,"Great",3919
"Drama","R",11596.27,10467.21,"Great",3920
"Documentary","PG13",7910.12,6688.27,"Average",3921
"Drama","PG",27167.73,17497.89,"Average",3922
"Documentary","PG13",33123.86,47004.76,"Average",3923
"Drama","R",26991.04,37477.56,"Great",3924
"Drama","PG13",32448.47,28616.38,"Average",3925
"Drama","PG",11721.47,23460,"Great",3926
"Action","PG",12499.2,36100.09,"Great",3927
"Comedy","R",22569.07,11744.48,"Average",3928
"Action","PG",4222.78,11435.25,"Great",3929
"Action","PG13",17472.93,34719.58,"Average",3930
"Action","PG",11233.26,23810.76,"Great",3931
"Action","PG13",11979.25,38115.95,"Average",3932
"Drama","PG",23843.8,41800.18,"Average",3933
"Drama","PG13",7078.44,42100.94,"Great",3934
"Comedy","R",13812.85,30244.6,"Great",3935
"Action","PG",30646.54,40038.47,"Average",3936
"Action","PG",29270.96,43441.72,"Great",3937
"Documentary","R",8226.56,40775.56,"Great",3938
"Drama","PG13",1859.99,7761.03,"Great",3939
"Action","PG13",471.98,35636.24,"Great",3940
"Documentary","R",12288.44,12325.86,"Average",3941
"Comedy","R",6595.01,16340.77,"Great",3942
"Comedy","PG13",26035.13,49440.38,"Average",3943
"Action","PG",3555.5,12086.22,"Great",3944
"Drama","R",28167.71,48574.46,"Great",3945
"Drama","PG",19979.23,43963.86,"Great",3946
"Documentary","PG",5839.88,12755.64,"Great",3947
"Documentary","R",15731.84,18515.44,"Average",3948
"Comedy","PG",17941.53,381.64,"Average",3949
"Comedy","PG",22492.83,30366.84,"Average",3950
"Action","PG13",2575.69,15435.72,"Great",3951
"Documentary","R",9587.1,27861.33,"Great",3952
"Comedy","PG13",10335.62,18755.04,"Average",3953
"Comedy","R",13077.59,13915.34,"Average",3954
"Documentary","R",16975.25,5723.47,"Average",3955
"Action","PG",29365.26,19498.06,"Average",3956
"Action","PG13",27231.23,36311.58,"Average",3957
"Action","R",14547.84,15849.29,"Average",3958
"Documentary","PG13",29098.18,6529.22,"Average",3959
"Comedy","PG",16250.5,39755.6,"Great",3960
"Documentary","PG13",21374.47,44429.82,"Great",3961
"Documentary","PG13",313.63,10523.9,"Great",3962
"Action","PG13",34496.67,35174.04,"Average",3963
"Documentary","PG13",29091.47,49475.21,"Average",3964
"Documentary","PG13",10231.02,32573.11,"Great",3965
"Documentary","PG",37671.46,40741.97,"Average",3966
"Comedy","PG",17447.29,40888.63,"Great",3967
"Documentary","PG13",12704.07,16034.54,"Average",3968
"Documentary","PG",33964.4,48111.98,"Average",3969
"Documentary","PG",39425.68,7611.23,"Average",3970
"Documentary","PG",9001.38,29421.79,"Great",3971
"Action","PG13",23228.86,48747.09,"Great",3972
"Drama","PG",29294.88,24835.75,"Average",3973
"Action","PG13",27111.07,27393.86,"Average",3974
"Drama","PG",9470.55,279.7,"Average",3975
"Drama","R",24921.62,45803.3,"Great",3976
"Documentary","R",10387.87,29311.33,"Great",3977
"Documentary","R",26008.26,39293.9,"Great",3978
"Documentary","R",31677.7,47105.41,"Great",3979
"Action","PG13",2298.46,20034.68,"Great",3980
"Drama","R",38809.74,42733.78,"Great",3981
"Comedy","PG",20268.89,40246.64,"Average",3982
"Documentary","PG",9443.5,24594.8,"Great",3983
"Action","PG",8946.8,16169.32,"Average",3984
"Comedy","PG13",18939.89,23552.73,"Average",3985
"Action","R",35150.99,1332.61,"Average",3986
"Drama","PG",6109.39,16125.13,"Great",3987
"Documentary","R",35208.34,32249.54,"Average",3988
"Drama","R",34278.13,6052.51,"Great",3989
"Documentary","R",15602.86,5643.98,"Average",3990
"Drama","PG13",14381.6,16709.83,"Average",3991
"Action","R",20355.03,21042.4,"Average",3992
"Comedy","PG13",31695.65,38742.19,"Average",3993
"Comedy","PG",1832.59,14158.47,"Great",3994
"Comedy","PG13",238.35,15316.68,"Great",3995
"Drama","R",13376.38,32890.09,"Great",3996
"Action","PG13",1445.12,18669.13,"Great",3997
"Documentary","R",12324.29,16352.26,"Average",3998
"Action","PG",22651.09,18738.25,"Average",3999
"Drama","PG",7061.06,25427.11,"Great",4000
"Drama","R",8770.37,4493.95,"Great",4001
"Drama","PG",27534.48,23029.83,"Average",4002
"Documentary","PG13",24355.95,3069.33,"Average",4003
"Documentary","PG",12416.68,40337.24,"Great",4004
"Drama","PG13",20039.02,47865.49,"Great",4005
"Action","R",30734.32,39673.73,"Average",4006
"Drama","PG13",9289.01,27096.43,"Great",4007
"Drama","R",6827.43,21854.58,"Great",4008
