Genre,Content,Audience,Income,ID
Documentary,R,4427.36,44601.95,1403
Comedy,PG13,28885.52,11348.47,1404
Drama,R,22664.8,5536.91,1405
Drama,R,16155.03,7592.48,1406
Action,PG,39998.18,9249.05,1407
Drama,PG13,26566.81,29262.08,1408
Drama,PG,1017.04,17751.31,1409
Comedy,PG,29921.15,45405.64,1410
Documentary,R,20690.54,48135.24,1411
Comedy,R,8838.05,16530.24,1412
Comedy,PG13,4009.65,31959.57,1413
Action,PG,31820.68,42359.9,1414
Drama,PG,27917,37671.24,1415
Comedy,PG,7354.67,33951.13,1416
Drama,PG13,24129.7,12890.87,1417
Action,R,21885.17,29241.97,1418
Drama,R,4373.3,3013.83,1419
Documentary,PG,15172.15,27043.71,1420
Comedy,PG,1850.91,43723.06,1421
Documentary,PG,11200.88,45892.25,1422
Documentary,R,28242.47,40295.58,1423
Documentary,PG,8756.73,41352.38,1424
Documentary,PG,22553.97,49270.77,1425
Comedy,PG,13090.27,38769.65,1426
Documentary,PG,5453.02,18047.11,1427
Action,R,2930.19,12159.5,1428
Action,R,4904.41,15381.61,1429
Comedy,R,9825.89,12923.63,1430
Documentary,R,9285.17,48659.28,1431
Action,R,35821.69,43400.34,1432
Documentary,PG13,19226.82,15589.29,1433
Comedy,PG13,37312.96,8567.84,1434
Drama,PG,1591.16,18170.36,1435
Comedy,PG,12831.26,30970.04,1436
Action,R,28796.43,9760.87,1437
Documentary,PG,758.66,14468.96,1438
Drama,PG,13153.88,37304.38,1439
Drama,PG13,31679.52,45301.75,1440
Drama,PG13,8504.85,31483.73,1441
Drama,PG,37895.9,8487.38,1442
Action,PG13,23276.17,26195.62,1443
Comedy,PG13,36646.87,15364.21,1444
Comedy,PG,1617.83,7601.28,1445
Drama,R,23386.46,12659.63,1446
Comedy,PG,13868.07,44967.37,1447
Action,R,22764.66,36426.69,1448
Comedy,PG13,21792.87,21383.8,1449
Action,PG13,6386.94,13849.13,1450
Comedy,PG13,6906.53,47312.98,1451
Documentary,R,20605,30924.7,1452
Drama,PG,27129.28,18579.5,1453
Drama,PG,28481.42,38565.82,1454
Comedy,PG13,32505.42,16102.3,1455
Documentary,PG13,19179.22,48888.78,1456
Documentary,PG13,26606.58,27731.75,1457
Action,PG13,33356.19,16857.4,1458
Comedy,R,26267.07,6403.19,1459
Documentary,PG,27617.35,15456.8,1460
Documentary,R,34403.83,20855.06,1461
Comedy,R,2872.75,8050.29,1462
Comedy,PG13,36229.93,29492.19,1463
Comedy,R,29160.65,27219.59,1464
Action,R,8345.85,29586.25,1465
Documentary,PG13,3368.92,37423.72,1466
Comedy,PG,32834.02,3679.87,1467
Drama,PG13,16421.33,32954.57,1468
Comedy,R,37579.68,35946.66,1469
Comedy,PG,33005.49,33546.24,1470
Documentary,PG,7369.32,19227.67,1471
Documentary,R,5412.06,18062.59,1472
Drama,PG,18832.05,12449.27,1473
Documentary,R,3656.63,44502.3,1474
Comedy,R,11214.9,18990.13,1475
Drama,PG13,3682.84,1639.61,1476
Action,R,35888.42,47070.8,1477
Comedy,PG13,39271.86,14253.45,1478
Documentary,R,33047.84,19989.99,1479
Comedy,R,35337.24,46779.56,1480
Documentary,PG13,24838.34,15767.8,1481
Documentary,R,36596.07,31861.88,1482
Action,R,15576.62,22276.92,1483
Drama,PG,24614.07,47689.58,1484
Drama,PG13,24524.93,12991.91,1485
Drama,R,35648.59,29853.43,1486
Comedy,PG,33646.74,19541.3,1487
Documentary,PG,4350.77,33066.26,1488
Documentary,PG,36699.41,23081.01,1489
Comedy,PG13,27522.58,32566.43,1490
Drama,R,25655.92,15059.79,1491
Drama,R,13321.31,41086.19,1492
Action,PG,39810.38,34831.48,1493
Drama,R,37424.21,10152.56,1494
Action,R,17663.23,7803.22,1495
Action,PG,39500.01,15948.39,1496
Drama,PG13,10852.66,16066.51,1497
Action,PG13,8533.31,49755.81,1498
Comedy,R,28037.56,42872.4,1499
Documentary,PG13,39559.28,17738.76,1500
Documentary,PG13,19428.33,8664.28,1501
Drama,PG,17613.46,3476.97,1502
Action,PG13,20145.44,29141.91,1503
Documentary,PG,15979.89,20019.08,1504
Documentary,PG,36304.16,43302.5,1505
Comedy,PG,3509.43,22472.7,1506
Action,PG,2772.19,30562.89,1507
Comedy,PG,3689.63,37137.44,1508
Drama,PG13,16835.61,23110.3,1509
Drama,PG,12944.92,39385.32,1510
Action,R,34065.45,3454.83,1511
Comedy,R,25240.42,36278.97,1512
Action,PG13,4625.3,43752.5,1513
Action,PG13,28111.96,15321.08,1514
Drama,PG13,16899.51,49588.44,1515
Comedy,R,26831.17,14148.39,1516
Action,PG,28242.33,33667.38,1517
Documentary,PG,37842.63,32323.98,1518
Drama,R,28455.6,47989.55,1519
Action,R,28731.59,7900.47,1520
Documentary,PG13,7170.69,36877.01,1521
Action,PG13,16274.13,25128.71,1522
Documentary,PG,39913.87,49435.44,1523
Comedy,PG,36182.96,28913.04,1524
Drama,PG13,3834.67,24731.81,1525
Comedy,PG,30810.9,35737.2,1526
Comedy,PG,17143.4,23550.97,1527
Action,PG13,5957.59,39953.74,1528
Documentary,R,14798.8,37976.24,1529
Action,R,17545.27,32436.59,1530
Comedy,PG13,9517.89,1598.03,1531
Drama,R,27634.91,6997.53,1532
Action,PG,34753.18,13043.84,1533
Comedy,PG13,18298.4,25363.86,1534
Action,PG,31090.14,5431.98,1535
Documentary,PG,39774.29,46033.54,1536
Comedy,PG13,5407.42,16722.58,1537
Comedy,PG13,37718.29,7462.61,1538
Drama,PG13,6835.84,46782.67,1539
Drama,R,21033.19,7135.19,1540
Action,PG13,37177.5,4738.45,1541
Action,PG13,37805.06,9418.44,1542
Action,PG,38710.47,8401.88,1543
Comedy,PG,22313.77,40876.15,1544
Comedy,PG13,38391.94,48397.48,1545
Comedy,PG,7137.71,15854.03,1546
Drama,R,5287.66,14367.3,1547
Comedy,PG13,695.88,15008.73,1548
Action,PG13,22972.06,32200.6,1549
Documentary,R,14103.15,21806.4,1550
Comedy,PG13,38257.12,45564.03,1551
Drama,PG13,19882.55,47210.46,1552
Action,R,35280.48,45181.59,1553
Drama,PG13,7610.07,45925.78,1554
Drama,PG13,10312.57,44526.09,1555
Comedy,PG13,13651.04,17302.62,1556
Comedy,R,14497.91,17094.82,1557
Drama,R,5214.9,11043.74,1558
Documentary,PG,5605.6,45775.32,1559
Documentary,PG,9399.58,42414.27,1560
Action,PG13,39303.03,8498.16,1561
Documentary,R,37791.56,1907.17,1562
Action,R,38593.72,33428.98,1563
Comedy,PG13,8389.48,25361.04,1564
Drama,PG13,23983,49365.8,1565
Comedy,R,37522.28,2157.03,1566
Comedy,R,13777.11,39699.71,1567
Comedy,PG,38901.06,48772.5,1568
Documentary,R,19895.18,29996.36,1569
Documentary,R,10394.56,30295.44,1570
Drama,R,23355.52,34415.63,1571
Action,PG13,13378.53,30675.07,1572
Comedy,PG,5320.86,22054.63,1573
Drama,PG,19821.76,2378.72,1574
Action,PG13,9461.47,43203.18,1575
Action,PG,4022.44,43833.77,1576
Drama,PG,18415.68,49446.2,1577
Comedy,PG13,293.89,44988.2,1578
Drama,R,31466,19192.06,1579
Documentary,PG13,26953.33,27807.31,1580
Drama,PG13,34420.8,39346.97,1581
Action,PG13,33740.04,8100.16,1582
Drama,PG,30990.48,22610.34,1583
Comedy,PG13,20584.6,26476.88,1584
Action,PG13,34946.36,37369.04,1585
Documentary,R,19746.76,18183.35,1586
Comedy,PG13,11901.22,16803.9,1587
Comedy,PG13,34357.67,42626.08,1588
Drama,PG,8142.81,32397.1,1589
Drama,PG,36330.23,27964.19,1590
Documentary,PG13,13103.33,30381.19,1591
Action,R,18837.95,30763.26,1592
Drama,PG13,34416.22,41522.99,1593
Action,PG13,37540.4,20063.73,1594
Comedy,R,27372.67,37459.28,1595
Documentary,PG,36646.42,26519.4,1596
Drama,R,26438.41,13162.88,1597
Documentary,R,3028.53,43178.97,1598
Documentary,PG,19176.91,21448.54,1599
Drama,R,24084.94,27908.85,1600
Documentary,PG,29472.2,49160.6,1601
Action,PG13,23151.17,20708.35,1602
Action,PG,6790.92,44018.5,1603
Drama,R,36883.81,26559.65,1604
Drama,PG13,30292.1,6898.07,1605
Drama,PG,12058.86,33064.27,1606
Action,PG13,33045.59,44933.68,1607
Comedy,R,6350.78,17130.76,1608
Documentary,R,36287.07,33806.55,1609
Action,PG,15946.5,49554.76,1610
Action,PG,24669.28,18384.9,1611
Documentary,PG,15727.07,24510.97,1612
Drama,R,27051.4,43649.63,1613
Documentary,R,24599.26,40618.88,1614
Documentary,PG13,12546.71,15616.79,1615
Drama,PG,10803.91,42243.8,1616
Comedy,R,35189.75,42168.55,1617
Drama,PG13,22742.39,14809.77,1618
Drama,PG,15746.34,7687.04,1619
Documentary,PG,35459.84,47309.13,1620
Drama,PG,23326.41,33490.14,1621
Documentary,PG,12643.76,44900.41,1622
Documentary,R,10199.6,31207.1,1623
Action,PG13,38251.43,9537.36,1624
Action,PG13,6313.89,7801.64,1625
Drama,PG13,29070.59,23439.31,1626
Comedy,R,29887.69,25031.32,1627
Documentary,PG13,13059.5,6842.41,1628
Action,R,20712.72,38210.83,1629
Documentary,R,21775.88,3011.79,1630
Documentary,PG,30670.26,8579.66,1631
Action,PG,5513.11,24464.96,1632
Drama,PG13,21529.37,45111.73,1633
Documentary,PG,23685.11,47858.54,1634
Documentary,PG,24637.2,39574.2,1635
Documentary,PG13,6447.13,20218.42,1636
Documentary,R,4608.78,639.86,1637
Documentary,R,2403.66,34667.21,1638
Action,PG13,5733.48,22436.56,1639
Comedy,PG13,21129.67,121.4,1640
Drama,PG13,26303.35,41329.85,1641
Action,PG13,903.49,3181.24,1642
Action,R,17069.96,31583.97,1643
Action,R,13375.06,21649.11,1644
Action,PG,15974.29,49370.21,1645
Action,PG13,35194.76,2327.81,1646
Comedy,R,13319.53,22684.15,1647
Comedy,R,22700.48,4692.34,1648
Action,PG,27495.9,40163.39,1649
Comedy,PG,30849.63,13994.43,1650
Comedy,R,23801.98,41968.11,1651
Action,R,24411.28,49087.11,1652
Comedy,PG,16568.34,35445.81,1653
Documentary,PG13,35612.84,49987.83,1654
Action,R,4992.71,47009.58,1655
Comedy,PG,22949.82,18284.8,1656
Documentary,PG13,32558.92,30900.14,1657
Drama,PG,9507.83,1815.37,1658
Action,PG,37974.14,3446.46,1659
Action,PG13,36570.89,49122.1,1660
Documentary,PG13,29031.05,38004.56,1661
Action,PG13,1724.77,2156.93,1662
Comedy,R,25748.79,34097.56,1663
Action,PG,29812.72,12995.62,1664
Drama,R,22474.69,34398.34,1665
Action,PG,5589.62,38541.93,1666
Documentary,R,36411,5226.99,1667
Documentary,R,27307.3,45349.26,1668
Drama,R,4756.95,46544.46,1669
Comedy,PG13,10149.07,7094.94,1670
Drama,PG13,25888.99,25807.92,1671
Comedy,PG13,34372.85,18385.24,1672
Action,R,23337.95,16257.14,1673
Documentary,R,5959.14,45718.48,1674
Action,PG,31437.1,27356.72,1675
Drama,PG,12872.33,12230.2,1676
Comedy,PG13,34136.11,34630.43,1677
Drama,R,3972.23,33313.59,1678
Action,PG13,15688.3,22246.53,1679
Documentary,PG,22441.23,13555.41,1680
Documentary,PG,11902.33,285.99,1681
Drama,PG13,21366.04,30940.91,1682
Documentary,PG,15084.48,33943.87,1683
Drama,PG,8806.73,10493.83,1684
Action,PG,28032.34,29578.47,1685
Comedy,PG,13201.41,23034.71,1686
Comedy,PG13,35748.37,41247.39,1687
Action,PG,27757.85,40144.86,1688
Documentary,PG13,36901.76,47888.87,1689
Drama,PG,25429.86,8689.8,1690
Drama,PG13,18302.23,36366.85,1691
Action,PG13,32400.34,34461.37,1692
Comedy,R,26935.91,16456.03,1693
Drama,PG13,9148.75,39871.27,1694
Drama,PG13,30237.05,47918.23,1695
Action,R,5266.3,29202.4,1696
Action,R,14595.08,41041.35,1697
Comedy,PG13,14040.49,46603.25,1698
Documentary,PG,9029.15,5809.42,1699
Drama,R,28655.32,37482.44,1700
Comedy,PG13,22632.2,33714.62,1701
Comedy,PG13,2092.97,43743.61,1702
Documentary,PG13,30198.7,33915.24,1703
Action,PG13,10725.83,17702.12,1704
Documentary,PG13,19556.94,42640.29,1705
Comedy,PG13,27958.7,40680.13,1706
Drama,R,34877.35,3026.33,1707
Documentary,PG,11034.63,19569.74,1708
Comedy,PG,2532.05,11963.05,1709
Comedy,PG,21092,43430.87,1710
Comedy,PG13,33620.5,39934.63,1711
Comedy,PG,4429.53,41026.61,1712
Drama,R,37053.37,20617.98,1713
Comedy,PG13,3679.88,1047.86,1714
Documentary,PG,7922.53,8076.29,1715
Action,PG,3306.82,6459.09,1716
Comedy,PG,13384.73,8022.09,1717
Documentary,R,30304.98,33694.65,1718
Drama,R,3025.35,30090.37,1719
Comedy,PG,34519.24,42923.66,1720
Action,PG13,1421.71,41365.42,1721
Documentary,PG,9668.89,19659.07,1722
Documentary,PG13,26412.43,6230.05,1723
Documentary,R,31108.47,47376.31,1724
Documentary,R,21542.83,33998.43,1725
Drama,PG13,38092.53,19215.51,1726
Action,R,24589.46,4547.78,1727
Drama,PG13,10964.56,26125.27,1728
Documentary,PG,39657.33,44028.31,1729
Documentary,PG13,37150.4,37979.29,1730
Action,R,37866.73,20377.28,1731
Action,R,3704.57,28993.38,1732
Comedy,PG13,8418.46,46921.16,1733
Action,PG,8696.18,43785.68,1734
Comedy,R,21921.03,16177.96,1735
Documentary,PG13,11552.57,33997.88,1736
Comedy,PG13,17020.57,7566.18,1737
Documentary,R,6677.75,25695.55,1738
Comedy,PG,28031.63,31053.24,1739
Action,PG13,7066.35,41298.7,1740
Action,PG13,11887.91,29752.82,1741
Documentary,PG,31447.33,40018.92,1742
Documentary,PG13,26319.4,17505.4,1743
Documentary,PG,23516.7,38373.58,1744
Drama,PG,6266.59,42453.35,1745
Drama,PG,34635.2,2886.27,1746
Drama,R,23719.01,541.45,1747
Documentary,R,1476.65,6590.37,1748
Drama,PG,39794.33,15296.65,1749
Comedy,PG13,12562.75,11647.47,1750
Comedy,R,22726.19,27166.34,1751
Documentary,PG13,18554.96,14407.83,1752
Documentary,PG13,28024.35,36571.25,1753
Drama,PG13,15997.79,27338.64,1754
Action,PG13,19216.85,33102.75,1755
Documentary,PG13,12736.19,15804.91,1756
Action,PG,31902.22,29349.48,1757
Comedy,R,5843.55,1642.68,1758
Action,PG,10352.2,12972.57,1759
Comedy,R,28140.54,11487.83,1760
Action,PG,7277.68,20132.03,1761
Documentary,PG,2794.57,13692.61,1762
Documentary,R,28079.31,28314.64,1763
Action,R,27994.27,8384.8,1764
Comedy,PG13,22074.21,3698.79,1765
Drama,R,38934.29,48448.1,1766
Comedy,PG,10939.86,33157.52,1767
Drama,R,28096.02,36631.41,1768
Drama,PG,13897.06,10190.44,1769
Action,PG,23906.39,6061.9,1770
Comedy,R,9969.82,20495.54,1771
Drama,PG,30906.11,27986.88,1772
Comedy,R,21096.43,1951.33,1773
Documentary,PG13,6834.93,49966.5,1774
Comedy,PG13,15140.13,34070.63,1775
Drama,PG,5378.08,7835.33,1776
Documentary,PG13,25827.91,44718.16,1777
Documentary,PG,12529.84,38776.14,1778
Drama,PG,4702.66,4939.39,1779
Action,R,20125.75,13736.58,1780
Documentary,PG,1002.86,19699.49,1781
Drama,R,4445.99,43343.11,1782
Comedy,R,11091.26,20873.77,1783
Action,R,3542.87,5249.82,1784
Drama,PG,4708.96,20270.74,1785
Comedy,PG13,21834.76,7468.94,1786
Comedy,PG13,20073.42,37961.61,1787
Comedy,PG13,4143.52,49891.26,1788
Documentary,PG,21958.07,40964.38,1789
Documentary,PG13,14415.52,46110.43,1790
Action,R,5525.67,26350.81,1791
Action,PG,38194.15,25762.31,1792
Comedy,PG13,3449.87,6762.06,1793
Drama,PG13,13175.72,31328.83,1794
Documentary,PG,5723.45,6518.33,1795
Action,PG,34538.77,24388.36,1796
Action,PG,31827.55,40845.86,1797
Comedy,R,39721.38,13717.72,1798
Drama,PG,27314.6,12862.23,1799
Comedy,PG13,39319.11,16846.38,1800
Drama,PG,16228.81,22518.37,1801
Documentary,R,12495.63,40115.13,1802
Action,R,31441.56,4980.12,1803
Documentary,PG,35434.65,30141.3,1804
Comedy,PG,34521.99,24479.48,1805
Action,PG13,2316.37,13591.27,1806
Comedy,PG,19249.31,24167.04,1807
Documentary,PG,694.35,26379.23,1808
Comedy,PG,21287.95,1956.02,1809
Documentary,PG,13416.52,27649.49,1810
Drama,PG,28368,8234.38,1811
Action,R,32076.78,40178.81,1812
Documentary,R,12193.02,12168.86,1813
Action,PG13,1937.54,32795.68,1814
Action,PG13,5202.53,12695.29,1815
Action,PG,15696.05,33658.06,1816
Documentary,PG13,37683.81,44667.07,1817
Documentary,R,22403.05,42793.65,1818
Drama,R,935.04,47733.48,1819
Comedy,PG,8000.43,4070.34,1820
Action,PG13,2810.83,1047.79,1821
Drama,PG,31770.62,38826.43,1822
Drama,R,20490.18,4442.95,1823
Documentary,R,14306.41,44333.87,1824
Action,PG,39325.72,101.73,1825
Comedy,R,18202.96,14894.43,1826
Comedy,R,6407.67,17083.69,1827
Documentary,PG,15124.56,34211.48,1828
Comedy,PG,39837.39,41786.66,1829
Drama,R,10091.27,21982.58,1830
Documentary,R,10331.2,17060.92,1831
Drama,PG,38047.47,14648.43,1832
Action,PG,33827.45,5942.63,1833
Action,R,2903.71,3549.69,1834
Comedy,PG,13873.86,35012.49,1835
Drama,PG,27030.8,47185.73,1836
Action,PG,1233.9,27713.2,1837
Action,PG,25725.37,25152.83,1838
Drama,PG13,21620.91,48948.64,1839
Comedy,R,29190.45,1691.32,1840
Action,PG,12164.61,24719.55,1841
Drama,PG,36199.27,28824.69,1842
Action,PG13,28717.89,9278.93,1843
Drama,PG13,6462.92,42333.92,1844
Documentary,PG,35564.46,13726.49,1845
Comedy,PG,19970.41,45901.67,1846
Comedy,PG13,505,5378.62,1847
Action,PG13,20550.25,42963.23,1848
Documentary,PG13,24446.11,15842.79,1849
Comedy,PG,30150,3377.82,1850
Documentary,R,12171.57,29392.37,1851
Documentary,PG13,36050.4,37336.92,1852
Action,PG,34114.8,47142.08,1853
Drama,PG,38686.24,20678.65,1854
Action,PG,27968.9,15818.95,1855
Drama,R,13103.75,33392.87,1856
Drama,PG13,11912.21,24413.31,1857
Comedy,PG13,32815.88,27624.91,1858
Drama,PG13,4330.55,47234.94,1859
Drama,PG,18701.22,3085.82,1860
Documentary,PG13,19703.41,35339.65,1861
Comedy,PG,23502.97,6634.57,1862
Documentary,R,5386.51,6604.17,1863
Drama,PG,34221.37,641.26,1864
Drama,PG,21607.62,18885.64,1865
Comedy,R,33073.78,16618.83,1866
Comedy,PG,28690.63,45577.95,1867
Action,R,34366.68,14458.44,1868
Drama,R,36472.39,15984.38,1869
Documentary,PG,17287.46,24817.58,1870
Action,PG13,33834.07,7824.24,1871
Comedy,PG,30358.52,6057.03,1872
Drama,PG13,26810.12,11247.42,1873
Comedy,R,10964.05,26239.76,1874
Drama,R,5245.49,12362.79,1875
Action,PG13,26311.43,36612.39,1876
Action,PG,26326.76,15626.23,1877
Action,PG,23971.34,37403.98,1878
Documentary,PG,32833.66,38411.1,1879
Action,PG,32054.46,24110.47,1880
Action,PG13,4985.88,1277.1,1881
Action,R,37062.05,11607.83,1882
Action,PG,39687.37,11187.61,1883
Documentary,PG13,7647.09,23307.44,1884
Comedy,R,22268.5,4169.14,1885
Documentary,R,20328.97,3555.13,1886
Action,PG,8190.16,33738.18,1887
Comedy,R,15053.82,24373.04,1888
Comedy,R,24883.06,7733.45,1889
Drama,R,38538.06,31279.42,1890
Comedy,R,20030.69,36154.35,1891
Documentary,PG13,15048,2065.37,1892
Drama,PG13,21894.82,41473.34,1893
Action,R,10061.51,30340.38,1894
Action,PG13,34150.08,47589.81,1895
Comedy,R,20758.8,38647.14,1896
Comedy,PG13,32127.49,28555.27,1897
Action,PG13,16122.75,30560.04,1898
Drama,PG,38440.21,14714.75,1899
Drama,PG,35561.77,39965.64,1900
Comedy,PG13,9551.29,6332.35,1901
Comedy,PG,19836.43,6562.41,1902
Action,PG13,32106.87,30017.91,1903
Action,PG,20814.62,38260.1,1904
Documentary,PG,3903.69,29244.4,1905
Documentary,PG,10300.85,21690.07,1906
Action,PG13,39114.87,47259.99,1907
Documentary,R,13874.02,45398.33,1908
Comedy,PG,21604.69,21634.5,1909
Drama,PG13,31185.89,11714.84,1910
Drama,PG13,38232.46,20677.33,1911
Documentary,R,25350.86,34126.19,1912
Documentary,PG,34591.93,31229.55,1913
Drama,R,38049.71,12667.81,1914
Drama,PG,5220.84,11998.79,1915
Drama,PG13,11505.28,20949.79,1916
Comedy,PG,19783.42,37511.2,1917
Drama,PG13,19658.74,14866.7,1918
Comedy,PG13,15597.21,15451.44,1919
Documentary,R,34129.49,24115.51,1920
Drama,PG,1530.67,29612.09,1921
Action,R,8954.25,24268.67,1922
Drama,PG13,26371.57,14357.87,1923
Action,PG13,34561.35,10233.51,1924
Drama,PG,6890.74,32645.51,1925
Comedy,PG,17446.67,14477.14,1926
Drama,PG,27300.53,17360.52,1927
Documentary,PG,2546.82,27105.22,1928
Drama,PG13,36134.37,30698.88,1929
Documentary,PG,19347.81,46097.89,1930
Drama,PG13,23230.54,16233.41,1931
Action,PG13,10122.88,23502.41,1932
Action,PG,16054.85,20635.73,1933
Action,PG13,4496.31,27338.14,1934
Drama,R,28695.73,15281.31,1935
Comedy,PG,33412.67,41981.41,1936
Action,PG,29525.41,29083.05,1937
Comedy,R,21563.72,43216.79,1938
Comedy,R,10735.89,11973.31,1939
Drama,R,35529.23,26594.35,1940
Drama,R,20615.62,10416.08,1941
Action,PG,4034.9,2396.19,1942
Comedy,R,16503.76,31705.51,1943
Comedy,R,19473.64,45576.86,1944
Action,PG,22230.18,30353.3,1945
Comedy,PG,37841.24,39913.53,1946
Action,PG13,37701.88,25263.42,1947
Documentary,R,9101.11,30781.96,1948
Comedy,PG13,25681.65,36207.44,1949
Comedy,PG13,4200.02,37139.54,1950
Documentary,R,24036.09,30795.52,1951
Action,PG,35982.79,21760.07,1952
Comedy,PG,22822.6,9464.56,1953
Comedy,R,20123.3,35152.44,1954
Comedy,R,30507.52,39834.56,1955
Documentary,R,5825.1,7086.52,1956
Documentary,PG13,16155.57,44126.9,1957
Action,PG,5955.72,45804.67,1958
Comedy,PG13,35087.5,14179.82,1959
Documentary,R,12549.49,15838.28,1960
Drama,PG13,2082.96,23858.7,1961
Comedy,R,14048.82,8687.4,1962
Comedy,R,16966.15,22625.51,1963
Drama,PG13,4407.64,19673.8,1964
Comedy,PG13,38489.47,6343.05,1965
Documentary,PG13,12725.52,13051.39,1966
Comedy,PG,17793.97,5133.4,1967
Action,PG13,12236.17,19907.42,1968
Documentary,PG13,7561,1962.7,1969
Drama,PG13,20627.74,7255.63,1970
Drama,R,24751.67,27579.79,1971
Comedy,PG,24792.03,25731.01,1972
Drama,PG,31830.01,29820.21,1973
Action,PG,12947.22,30632.88,1974
Action,PG,28679.31,23272.86,1975
Drama,PG13,22465.74,22998.59,1976
Drama,PG,26257.84,45356.54,1977
Action,PG13,4797.33,13006.39,1978
Action,R,8715.83,29216.18,1979
Documentary,PG,35818.46,44140.58,1980
Action,PG13,7818.44,41727.06,1981
Action,R,38066.24,21315.82,1982
Comedy,R,31835.04,15622.15,1983
Comedy,PG13,8646.42,36981.56,1984
Action,R,7178.53,41387.03,1985
Comedy,PG13,5770.86,13503.33,1986
Drama,PG,15026.92,24074.84,1987
Documentary,PG,17128.53,16431.15,1988
Action,R,26281.79,46207.83,1989
Action,PG,25551.36,2957.16,1990
Documentary,PG13,33060.88,36641.5,1991
Documentary,R,18126.51,2205.86,1992
Comedy,R,36802.22,15027.54,1993
Action,R,5229.86,19621.4,1994
Drama,PG13,5570.23,6203.89,1995
Documentary,PG13,6363.68,48342.64,1996
Drama,PG13,4293.17,40268.75,1997
Action,PG13,21959.01,34217.78,1998
Drama,R,2143.57,32774.66,1999
Drama,R,206.97,14916.34,2000
Drama,PG13,38190.55,22539.35,2001
Drama,R,31782.42,42661.65,2002
Documentary,PG13,33532.15,43256.14,2003
Comedy,R,25534.36,5755.3,2004
Drama,R,39837.61,44239.19,2005
Documentary,R,18912.43,12541.1,2006
Action,R,25912.02,25928.67,2007
Documentary,R,9942.41,48069.99,2008
Documentary,R,2956.59,12986.07,2009
Drama,R,23543.06,13127.94,2010
Drama,PG13,31908.88,37520.37,2011
Action,PG13,4258.02,34143.9,2012
Drama,R,4453.09,4620.41,2013
Action,PG,33764.45,39890.22,2014
Drama,PG13,1972.91,21488.15,2015
Action,PG,34601.49,29149.84,2016
Action,PG,12123.66,7919.3,2017
Documentary,R,7032.56,31261.19,2018
Comedy,PG13,16476.05,23450.92,2019
Comedy,PG13,25329.74,2208.36,2020
Action,R,24996.46,34523.87,2021
Comedy,PG13,39411.5,1001.44,2022
Action,PG,5965.1,41688.67,2023
Documentary,PG,5660.13,31019.67,2024
Drama,R,36986.43,32842.4,2025
Action,PG,8456.12,28307.7,2026
Documentary,PG,33837.99,24602.06,2027
Action,PG,1508.87,18718.05,2028
Documentary,PG,31214.78,23159.81,2029
Drama,R,2293.56,44085.91,2030
Drama,PG13,37089.38,29341.48,2031
Documentary,PG13,826.35,6485.54,2032
Comedy,R,4757.85,28632.41,2033
Drama,PG,21503.49,35658.94,2034
Documentary,R,35541.77,22744.12,2035
Action,PG13,19105.74,39033.05,2036
Comedy,PG13,15986.91,21052.19,2037
Action,R,38520.82,19101.54,2038
Action,R,35304.69,15289.06,2039
Documentary,PG,4104.51,34114.24,2040
Comedy,R,14446.37,37717.98,2041
Drama,PG,35348.57,20675.61,2042
Documentary,PG13,15639.18,1286.84,2043
Comedy,R,33106.13,1340.07,2044
Comedy,PG13,11835.51,36965.82,2045
Documentary,PG13,2770.53,29373.7,2046
Comedy,R,21709.19,45606.24,2047
Drama,PG13,20041.68,16146.62,2048
Drama,PG13,11075.3,4704.54,2049
Drama,PG13,3154.81,18987.24,2050
Comedy,R,14982.54,10003.44,2051
Documentary,PG,7872.96,26997.83,2052
Drama,PG13,31597.42,14182.43,2053
Drama,R,2955.05,35091.78,2054
Documentary,PG13,6225.99,22708.06,2055
Drama,PG,11354.73,14859.74,2056
Drama,PG13,24954.15,19436.94,2057
Drama,PG,1395.42,45326.51,2058
Action,R,1292.26,34160.83,2059
Drama,PG13,9561.51,31934.62,2060
Documentary,R,12737.61,8482.76,2061
Documentary,PG13,33181.66,30624.41,2062
Action,PG13,7588.19,34513.78,2063
Action,PG,7455.32,15376.51,2064
Documentary,PG,18993.74,21736.9,2065
Drama,R,19295.07,15118.4,2066
Comedy,PG,22341.31,24777.92,2067
Action,R,31427.96,48268.27,2068
Drama,PG13,26674.59,43266.18,2069
Documentary,R,39344.41,43323.7,2070
Comedy,PG,34069.44,30151.42,2071
Action,R,35032.87,13000.91,2072
Action,PG13,33216.57,15734.04,2073
Action,PG,34942.69,41232.74,2074
Comedy,PG13,9253.95,17496.25,2075
Drama,PG,30495.16,714.31,2076
Action,R,15487.51,22818.95,2077
Comedy,PG13,32536.89,6828.33,2078
Drama,PG,24225.37,11710.75,2079
Drama,PG,24607.99,30708.87,2080
Drama,PG,16744.72,1526.5,2081
Action,R,12230.78,12075.4,2082
Comedy,R,23138.38,17296.66,2083
Drama,R,3372.93,2366.31,2084
Drama,PG13,2346.23,45154.62,2085
Action,PG13,2628.25,22397.2,2086
Action,PG,3416.15,39659.91,2087
Documentary,PG,30232.14,3980.66,2088
Documentary,PG13,6751.44,2708.41,2089
Documentary,PG13,16616.02,47762.29,2090
Action,R,23471.85,45118.32,2091
Comedy,R,29929.31,29327.92,2092
Action,PG,17488.06,4568.77,2093
Drama,R,7052.39,6871.19,2094
