LinkedIN,Major,DOB,Salary,GPA,Tuition,College_location
13,Professional,1972,11786.21,2.34,2122,EastCoast
1,STEM,1993,9797.13,2.1,8801,Central
3,Vocational,1980,13232.08,2.29,2695,EastCoast
26,Humanities,1977,10253.06,2.47,4584,WestCoast
10,Humanities,1992,10195.4,1.98,14259,WestCoast
3,Professional,1972,11710.26,2.8,4250,WestCoast
41,Buisness,1975,9779,2.21,15252,WestCoast
2,Humanities,1989,10179.72,1.68,3084,Central
31,Other,1967,5965.5,3.52,6869,WestCoast
15,Humanities,1977,10251.61,2.54,12959,EastCoast
32,Vocational,1998,13236.18,2.27,8129,EastCoast
10,Professional,1973,11692.18,3.1,6673,WestCoast
20,Buisness,1954,10253,2.53,4914,EastCoast
21,Buisness,2003,9748,2.52,3572,Central
15,Humanities,1980,10262.58,2.59,4993,EastCoast
24,STEM,1963,9799.98,2.12,3818,WestCoast
11,Buisness,1976,10239,2.39,10099,Central
10,Vocational,1974,13198.87,2.02,11392,WestCoast
38,Humanities,1973,10187.14,1.82,3076,EastCoast
3,Vocational,1988,13264.02,2.79,6102,Central
0,STEM,1960,9810.45,1.93,6789,EastCoast
9,Buisness,1992,10306,3.06,3830,WestCoast
29,Vocational,1978,13211.37,2.12,9303,EastCoast
5,Humanities,1956,10298.09,2.99,1811,WestCoast
22,STEM,1965,9744.16,2.65,5271,EastCoast
33,Buisness,1997,9754,2.46,5707,WestCoast
10,Humanities,1989,10320.51,3.01,2293,WestCoast
6,STEM,1965,9789.41,1.92,3718,Central
6,Buisness,1956,10229,2.29,4416,Central
5,Professional,2004,11747.85,2.48,2511,Central
7,Professional,1975,11746.17,2.41,5036,Central
19,Professional,1984,11697.22,2.99,3959,EastCoast
2,Humanities,1955,10227.75,2.39,5183,WestCoast
90,Vocational,1998,13287.13,2.86,3495,WestCoast
12,Humanities,1974,10223.72,2.13,21412,WestCoast
1,Other,1977,5005.44,2.86,3800,WestCoast
5,Vocational,1962,13369.43,3.5,20432,WestCoast
12,STEM,1953,9695.92,2.96,8173,EastCoast
2,Professional,1995,11793.59,2.02,7851,Central
22,Other,1991,5480.71,3.32,3111,Central
32,Buisness,1982,10280,2.8,104313,WestCoast
0,Professional,1994,11783.8,2.22,35594,EastCoast
20,Humanities,1972,10298.09,3.05,6836,WestCoast
10,STEM,1964,9807.01,2.01,5428,Central
21,Humanities,1992,10233.07,2.36,5413,EastCoast
13,Professional,2004,11817.97,1.87,2936,WestCoast
43,Humanities,1968,10334.12,3.26,3977,EastCoast
0,Vocational,2003,13257.72,2.75,1503,EastCoast
9,STEM,1968,9781.82,2.25,5294,EastCoast
12,Professional,2003,11731.33,2.65,2812,Central
28,Vocational,1960,13301.27,2.98,2460,WestCoast
1,Buisness,1999,9721,2.79,3070,EastCoast
57,STEM,1963,9794.52,2.04,6867,EastCoast
2,STEM,1979,9722.66,2.69,9099,WestCoast
6,Humanities,1961,10201.46,2.05,5437,Central
14,Vocational,1990,13140.78,1.46,3199,Central
33,Humanities,1987,10212.73,2.2,9816,Central
34,Buisness,1956,10253,2.53,4692,Central
136,Humanities,2002,10222.3,2.39,6512,Central
8,Other,1971,5062.36,2.49,2374,Central
43,Vocational,1979,13250.72,2.58,15997,EastCoast
29,STEM,1964,9715.67,2.9,8114,WestCoast
33,Humanities,2003,10266.21,2.65,17419,EastCoast
18,Humanities,1996,10242.65,2.56,4633,Central
47,Professional,1971,11828.46,1.79,5102,EastCoast
60,STEM,1967,9718.87,2.87,5326,WestCoast
6,Other,1991,5020.39,2.4,3866,Central
41,Professional,1972,11753.71,2.47,6123,Central
7,Vocational,1998,13236.47,2.41,8384,EastCoast
0,Buisness,1967,9710,2.9,8902,EastCoast
26,Vocational,1982,13200.77,1.9,4078,Central
24,Vocational,1952,13224.53,2.21,3778,Central
3,Vocational,1968,13265.23,2.59,4643,Central
74,Humanities,1963,10239.15,2.47,6322,Central
59,STEM,1989,9751.61,2.44,5865,Central
18,Humanities,1973,10238.35,2.4,3241,Central
14,STEM,2000,9817.83,1.74,3826,WestCoast
57,STEM,1989,9782.44,2.19,5933,Central
13,Humanities,2000,10289.87,2.97,4111,EastCoast
10,Professional,1983,11776.97,2.24,10642,WestCoast
5,Vocational,1971,13305.85,3.17,5665,WestCoast
25,Humanities,1973,10213.24,2.22,2747,Central
0,STEM,1955,9714.49,2.89,2446,WestCoast
15,Humanities,1969,10287.02,2.87,5286,WestCoast
2,Professional,2001,11807.6,1.98,9707,WestCoast
0,Buisness,1957,9755,2.45,5334,WestCoast
3,Professional,1960,11709.28,2.79,5732,EastCoast
10,Humanities,1970,10195.7,1.92,2507,Central
11,Humanities,1987,10244.31,2.45,6896,EastCoast
3,Professional,1981,11735.43,2.71,6483,Central
21,Vocational,1977,13274.26,2.7,5180,EastCoast
26,Other,1988,5683.93,2.86,4616,WestCoast
1,Humanities,1994,10219.64,2.24,101891,WestCoast
6,STEM,2004,9669.18,3.34,2722,WestCoast
9,Vocational,1988,13192.68,1.79,5840,EastCoast
30,Professional,1959,11796.86,1.91,7378,Central
84,STEM,1995,9750.4,2.46,5054,EastCoast
12,Professional,1969,11760.85,2.25,5438,WestCoast
23,Buisness,1966,10329,3.29,6427,WestCoast
14,STEM,1980,9747.49,2.52,100502,WestCoast
4,Professional,1989,11746.17,2.53,4824,EastCoast
34,Other,2000,6150.94,2.69,2925,Central
24,Buisness,2004,10257,2.57,4722,EastCoast
27,Professional,1952,11790.9,2.12,5248,Central
5,Professional,1974,11741.83,2.46,4402,WestCoast
39,Vocational,1995,13217.3,2.26,5823,WestCoast
51,Professional,1975,11688.32,3.07,5632,WestCoast
5,Professional,1986,11616.88,3.57,9076,Central
32,Vocational,1952,13199.82,2.18,2479,WestCoast
15,STEM,1975,9700.92,2.97,7871,WestCoast
128,Vocational,1977,13173.38,1.72,6322,Central
1,Other,1956,5003.44,2.13,2053,WestCoast
28,Professional,1962,11734.12,2.62,4893,EastCoast
10,STEM,1956,9751.34,2.28,4000,EastCoast
13,Humanities,1973,10318.82,3.17,2383,WestCoast
9,STEM,1985,9771.51,2.13,8091,WestCoast
44,Professional,1975,11657.42,3.43,50295,EastCoast
8,Professional,1970,11741.04,2.49,2520,Central
5,STEM,1998,9656.15,3.35,21223,WestCoast
8,Humanities,1969,10294.41,2.83,3057,EastCoast
12,Vocational,1988,13191.91,1.95,4322,Central
2,Vocational,2002,13171,1.45,2846,Central
4,Buisness,1954,10163,1.63,3703,Central
14,STEM,1971,9771.18,2.35,9655,Central
32,STEM,1984,9782.85,2.11,2701,EastCoast
38,Humanities,1977,10284.65,2.84,11750,Central
11,Professional,2004,11739.09,2.71,1710,EastCoast
9,Professional,1982,11746.33,2.49,23202,Central
12,STEM,1977,9748.24,2.45,1356,WestCoast
28,Humanities,1965,10300.39,2.9,7221,Central
1,Professional,1996,11740.56,2.55,3122,EastCoast
1,Vocational,2005,13217.43,2.15,2276,WestCoast
6,STEM,1994,9741.91,2.43,5266,EastCoast
14,STEM,1970,9743.67,2.7,4661,Central
0,STEM,1981,9678.54,3.1,2107,WestCoast
28,Humanities,1997,10270.95,2.69,11171,EastCoast
13,Humanities,1990,10242.92,2.41,6764,Central
24,Vocational,1991,13219.96,2.08,7507,Central
5,Buisness,1965,9744,2.56,6341,EastCoast
20,Humanities,1996,10195.83,2.09,3861,WestCoast
18,Other,1952,5320.53,2.65,2520,WestCoast
47,Vocational,1953,13243.7,2.46,5235,EastCoast
1,STEM,2004,9701.52,3.02,10113,Central
33,Vocational,1975,13305.35,2.98,5722,Central
5,Buisness,1953,9806,1.94,52116,WestCoast
30,Professional,1965,11725.92,2.63,7279,Central
0,Humanities,1977,10175.98,1.82,1500,EastCoast
20,Professional,1996,11705.08,3.03,2392,EastCoast
7,STEM,1952,9802.18,1.93,4096,Central
29,Buisness,1991,9701,2.99,6451,WestCoast
2,Buisness,2005,9793,2.07,3712,EastCoast
1,Humanities,1995,10202.85,2.12,9311,EastCoast
2,Professional,1957,11749.05,2.55,3232,WestCoast
4,Other,1974,5016.53,2.71,2114,Central
16,Vocational,1981,13226.29,2.18,3642,EastCoast
11,STEM,1956,9760.76,2.37,4095,Central
21,Buisness,1963,9810,1.9,4941,Central
52,Professional,1996,11712.55,3.02,4469,WestCoast
6,Vocational,1962,13244.87,2.57,3579,EastCoast
24,Professional,1976,11774.01,2.23,8434,WestCoast
27,Other,1969,5733.85,2.81,3544,Central
10,Vocational,1976,13320.95,3.08,5329,Central
14,STEM,1988,9810.15,1.69,1228,Central
14,STEM,1960,9667.77,3.12,23682,WestCoast
1,Professional,1953,11802.84,2.08,3730,WestCoast
10,Humanities,1956,10158.2,1.77,4570,EastCoast
1,Vocational,1986,13159.87,1.59,5972,WestCoast
0,STEM,1967,9754.8,2.39,4318,Central
15,Humanities,1985,10242.75,2.32,4212,EastCoast
17,Professional,1960,11757.12,2.63,10643,Central
58,Professional,1984,11760.33,2.3,37147,EastCoast
6,Buisness,1996,10335,3.35,3711,WestCoast
7,Vocational,2005,13232.62,2.25,4065,EastCoast
8,STEM,1957,9745.27,2.51,5571,EastCoast
8,STEM,1953,9766.71,2.28,1117,Central
8,Professional,1992,11697.07,2.94,53178,EastCoast
9,Vocational,2002,13251.18,2.53,4979,WestCoast
2,Professional,1985,11730.61,2.8,5872,WestCoast
7,Buisness,1969,9837,1.63,11191,EastCoast
3,Humanities,1956,10222.42,2.39,1774,WestCoast
49,STEM,1987,9747.55,2.54,3012,WestCoast
6,Vocational,1951,13313.06,3.2,5554,EastCoast
82,STEM,2002,9728.08,2.61,6738,WestCoast
54,Humanities,2005,10281.35,2.73,104400,EastCoast
25,Humanities,2002,10294.28,2.86,5431,Central
20,Humanities,1965,10223.83,2.22,3029,WestCoast
24,Professional,1954,11820.45,1.84,4669,Central
12,STEM,1993,9709.23,2.94,3675,EastCoast
29,Humanities,1981,10268.01,2.78,33354,EastCoast
64,Professional,1971,11714.08,2.89,4413,WestCoast
6,Other,2000,5045.44,3.03,4371,Central
19,STEM,1977,9718.68,2.72,1434,WestCoast
1,Humanities,1969,10188.62,2.15,8010,Central
35,Vocational,2005,13293.04,2.73,6365,WestCoast
60,STEM,2001,9711.77,2.98,2959,Central
2,Professional,1967,11804.28,1.91,2897,WestCoast
8,STEM,1956,9759.64,2.38,36840,Central
37,Humanities,1955,10276.32,2.74,21393,WestCoast
25,Humanities,1977,10287.9,2.93,4389,Central
5,Vocational,2003,13253.22,2.43,5702,WestCoast
3,Other,1955,5006.17,3.42,5377,WestCoast
11,STEM,2004,9791.28,2.07,22483,WestCoast
5,STEM,1978,9744.54,2.5,4872,Central
46,Vocational,1979,13218.42,2.21,3966,Central
7,Buisness,1998,10183,1.83,5520,Central
34,Vocational,1993,13244.52,2.54,6782,EastCoast
6,Other,1973,5035.08,1.75,8008,Central
12,STEM,1963,9680.16,3.2,6990,EastCoast
64,Vocational,1963,13342.07,3.49,50737,WestCoast
0,STEM,1971,9810.14,1.87,7394,EastCoast
8,Vocational,1992,13253.87,2.52,2795,WestCoast
15,STEM,1969,9761.81,2.45,4849,Central
32,Humanities,1997,10177.79,1.82,10105,EastCoast
9,STEM,2002,9793.23,2.04,4895,Central
4,Vocational,1984,13223.05,2.37,5263,Central
13,Vocational,1960,13310.07,2.96,15851,WestCoast
28,STEM,2005,9708.1,2.84,50435,WestCoast
58,Professional,1971,11740.11,2.63,6291,Central
44,Humanities,1995,10307.54,2.89,4654,EastCoast
4,Vocational,1968,13295.3,2.71,2559,EastCoast
47,Professional,1998,11636.02,3.58,103103,EastCoast
2,Buisness,1967,9782,2.18,5532,WestCoast
16,Professional,1959,11777.1,2.1,3156,EastCoast
6,STEM,1957,9779.99,2.06,3381,EastCoast
12,Humanities,1984,10260.46,2.7,5306,EastCoast
37,Vocational,1979,13277.08,2.78,4534,Central
66,Professional,1972,11716.35,2.97,4969,WestCoast
30,Humanities,1969,10311.73,2.97,4695,EastCoast
3,Vocational,1998,13244.74,2.47,7370,Central
53,Humanities,1966,10324.92,3.2,1895,WestCoast
9,Buisness,1978,10196,1.96,3068,EastCoast
95,Other,1967,14025.54,2.61,3256,WestCoast
6,Professional,1974,11686.77,3.03,4478,WestCoast
7,Buisness,1973,9702,2.98,6893,WestCoast
66,STEM,1967,9750.15,2.55,4875,WestCoast
10,Professional,1952,11664.53,3.52,4043,Central
9,Humanities,1973,10279.75,2.97,6141,Central
1,Humanities,1995,10237.99,2.48,3379,Central
3,Professional,1997,11758.67,2.41,53130,Central
61,Professional,1985,11738.9,2.5,5540,WestCoast
1,Vocational,1960,13212.88,2.23,6234,Central
0,STEM,1967,9733.63,2.68,5296,EastCoast
16,STEM,1967,9751.26,2.3,3884,WestCoast
26,Buisness,1988,10307,3.07,4682,EastCoast
12,Professional,1952,11716.49,2.65,6379,Central
4,STEM,2005,9668.47,3.17,4950,Central
34,Vocational,1976,13214.31,2.1,3116,EastCoast
5,Other,1994,5025.67,2.56,10552,Central
7,Humanities,1961,10151.78,1.64,2996,Central
19,Vocational,1964,13243.3,2.39,3220,WestCoast
21,Vocational,1967,13260.67,2.68,3071,Central
97,Other,1964,14421.84,3.32,1128,Central
11,Professional,1953,11748.15,2.48,3783,EastCoast
10,Humanities,1970,10238.42,2.43,4969,EastCoast
32,Other,1982,6017.7,3.75,2369,EastCoast
12,Other,1999,5144.62,2.58,4271,Central
31,Other,1981,5962.23,2.61,7861,EastCoast
16,Other,1961,5260.51,2.27,5236,EastCoast
12,Professional,1968,11768,2.29,4676,Central
5,Professional,1955,11780.14,2.47,7677,EastCoast
39,STEM,1992,9672.4,3.22,7770,WestCoast
27,Vocational,1964,13325.63,3.22,6143,EastCoast
43,Vocational,1997,13206.53,2.02,14042,WestCoast
14,Professional,1984,11698.49,3.14,4251,WestCoast
9,Vocational,1968,13231.53,2.39,3719,Central
84,Humanities,1967,10254.51,2.53,5786,EastCoast
21,STEM,1952,9777.44,2.26,6893,WestCoast
29,Professional,1982,11788.52,2.03,10191,WestCoast
1,Buisness,1951,9797,2.03,4007,Central
73,Vocational,1970,13295.74,2.84,3572,Central
53,Humanities,1992,10256.01,2.45,6989,EastCoast
5,Vocational,1967,13323.56,3.14,1608,WestCoast
8,Vocational,1988,13277.71,2.96,5325,Central
27,Vocational,1981,13329.88,3.37,3542,Central
13,Professional,1968,11752.54,2.43,2400,WestCoast
7,Other,2000,5049.63,2.3,6864,Central
30,STEM,1974,9728.12,2.68,5870,EastCoast
6,Professional,1953,11855.82,1.52,3368,WestCoast
5,STEM,1978,9787.45,2.04,1851,WestCoast
35,Vocational,1982,13200.01,2,4694,WestCoast
17,Humanities,1970,10320.4,3.16,5422,WestCoast
16,Professional,1982,11693.06,2.97,4118,Central
1,Professional,1984,11752.57,2.65,9750,WestCoast
10,Vocational,2002,13252.73,2.5,3743,Central
15,Other,1956,5215.39,2.36,3403,WestCoast
42,Other,1960,6762.08,2.47,2911,EastCoast
4,Professional,1978,11739.95,2.66,5218,Central
39,Other,1991,6522.45,2.84,2334,WestCoast
9,Professional,1981,11755,2.6,4638,WestCoast
37,STEM,1951,9767.9,2.45,2730,Central
3,Humanities,1987,10265.14,2.65,2853,Central
49,Vocational,1998,13201.33,1.96,6637,Central
51,Professional,1982,11716.52,2.67,6324,Central
19,Other,1998,5368.62,2.74,4576,EastCoast
10,Professional,1987,11772.65,2.19,2776,EastCoast
16,Vocational,1987,13140.82,1.42,10697,Central
15,Humanities,1998,10267.81,2.59,1062,EastCoast
21,Humanities,1979,10268.39,2.48,12075,EastCoast
26,Humanities,1971,10277.54,2.77,5828,WestCoast
3,Buisness,1997,9853,1.47,5552,Central
0,STEM,1976,9700.29,3,5285,EastCoast
5,Vocational,1997,13269.65,2.62,2978,EastCoast
12,Buisness,2004,10192,1.92,6858,EastCoast
3,Vocational,1988,13231.78,2.14,4260,Central
10,Professional,1967,11802.12,1.93,4422,WestCoast
33,Buisness,1968,10297,2.97,5717,EastCoast
8,Vocational,1978,13282.62,2.63,2642,Central
16,Vocational,1960,13233.5,2.36,7629,EastCoast
2,Professional,1972,11737.44,2.72,2633,EastCoast
6,Buisness,2004,10277,2.77,4809,Central
22,Humanities,1987,10233.41,2.31,5151,EastCoast
42,Buisness,1987,9687,3.13,8593,EastCoast
7,Buisness,1969,9790,2.1,52503,Central
31,STEM,2000,9746.58,2.62,1183,Central
1,Professional,2005,11723.31,2.77,24602,EastCoast
27,Professional,1995,11689.85,3.01,5320,WestCoast
53,STEM,1955,9681.2,3.08,1619,WestCoast
3,STEM,1985,9746.04,2.61,2458,Central
6,Buisness,1978,10301,3.01,3104,WestCoast
12,STEM,1977,9698.17,3.04,4409,Central
39,Professional,1972,11659.99,3.41,3060,EastCoast
12,Humanities,1982,10269.72,2.71,5581,WestCoast
54,Professional,1983,11750.31,2.65,5580,WestCoast
4,STEM,1969,9753.8,2.46,12029,EastCoast
5,STEM,1964,9729.82,2.53,10499,EastCoast
26,STEM,1951,9751.85,2.61,7196,WestCoast
0,Vocational,1998,13194.89,2.02,5234,EastCoast
24,STEM,1955,9799.65,1.99,6992,WestCoast
36,Vocational,2000,13233.34,2.51,5205,Central
8,Vocational,1968,13294.76,3.06,9230,EastCoast
23,Professional,1999,11847.83,1.5,16845,WestCoast
3,Vocational,2003,13262.48,2.61,6159,EastCoast
18,Vocational,1996,13228.14,2.14,3439,Central
14,Vocational,1983,13244.38,2.49,3112,WestCoast
18,Professional,1987,11717.64,2.93,1878,Central
48,Other,1993,7282.04,2.74,2676,Central
48,Other,1969,7309.09,2.6,6123,WestCoast
5,STEM,2005,9712.2,2.69,5748,Central
40,Buisness,2002,10274,2.74,2197,Central
4,STEM,1977,9684.86,3.12,8299,WestCoast
7,Humanities,1961,10348.21,3.48,5087,EastCoast
19,STEM,1981,9689.73,3.04,3550,Central
34,Humanities,2005,10293.41,2.95,18889,Central
7,Buisness,1981,9737,2.63,3079,EastCoast
31,Vocational,1985,13271.84,2.8,4381,WestCoast
34,Vocational,1983,13232.16,2.24,2751,WestCoast
8,Vocational,1994,13230.76,2.4,5186,EastCoast
2,Humanities,1953,10268.41,2.52,10175,Central
15,Other,1972,5233.67,2.79,7166,WestCoast
34,Humanities,1984,10283.64,2.88,102016,WestCoast
10,Vocational,1976,13227.25,2.21,3631,EastCoast
16,Humanities,1962,10292.54,3.03,2323,Central
4,Other,1994,5006.94,2.01,7248,WestCoast
1,Other,1998,5014.97,2.15,5956,Central
50,Buisness,1989,9716,2.84,5588,Central
5,Buisness,1978,10185,1.85,4208,Central
61,Vocational,1964,13225.75,2.27,3870,EastCoast
23,Vocational,1965,13256.67,2.62,11409,Central
11,STEM,2005,9698.04,2.9,1794,WestCoast
11,Vocational,1992,13297.12,2.89,2344,Central
15,STEM,1997,9752.19,2.42,4728,WestCoast
12,Professional,1994,11765.78,2.31,5313,EastCoast
8,Professional,1966,11778.01,2.29,3408,EastCoast
1,Vocational,1963,13257.38,2.55,4849,EastCoast
10,Buisness,1979,9763,2.37,2604,WestCoast
15,STEM,1987,9677.29,3.13,3402,WestCoast
39,Buisness,1957,9733,2.67,2995,EastCoast
0,Humanities,1982,10274.63,2.77,12969,WestCoast
1,STEM,1953,9733.5,2.48,3842,Central
39,Other,1997,6505.51,2.62,4540,Central
7,Humanities,1968,10225.08,2.15,5516,Central
7,STEM,1966,9764.79,2.29,3052,WestCoast
60,Professional,2004,11836.58,1.5,4573,Central
34,Vocational,1991,13253.43,2.61,53008,Central
5,Professional,2000,11714.02,2.9,4290,WestCoast
1,Vocational,1952,13273.02,2.87,3788,WestCoast
29,Professional,1984,11705.01,3.07,2383,WestCoast
7,Vocational,1989,13295.76,3.1,6430,Central
6,Humanities,1983,10299.57,3.05,26145,EastCoast
19,Humanities,1977,10282.96,2.78,6076,WestCoast
52,Vocational,1968,13274.22,2.73,3765,WestCoast
0,Vocational,1993,13346.89,3.47,4640,EastCoast
33,Humanities,1997,10223.54,2.29,2703,EastCoast
2,Humanities,1966,10267.56,2.91,3643,WestCoast
4,STEM,1989,9754.4,2.39,10863,WestCoast
5,Professional,1970,11738.9,2.86,12541,EastCoast
14,Professional,1951,11781.86,2.09,4465,WestCoast
38,STEM,1980,9740.54,2.49,7218,WestCoast
27,Vocational,2001,13288.62,2.87,6171,WestCoast
5,STEM,1977,9695.65,3.02,4169,WestCoast
34,STEM,1961,9770.34,2.26,4777,Central
79,STEM,1957,9782.18,2.13,1943,EastCoast
11,Professional,1956,11691.42,2.94,9127,WestCoast
61,Humanities,1979,10286.46,2.76,10463,EastCoast
22,STEM,1989,9800.26,1.97,2766,Central
60,Vocational,1990,13248.72,2.39,4585,WestCoast
31,Vocational,2004,13202.94,2.1,3389,WestCoast
26,Buisness,1955,9790,2.1,8097,Central
22,STEM,1992,9676.94,3.05,6676,WestCoast
20,Buisness,1958,10253,2.53,101532,WestCoast
0,STEM,1978,9767.69,2.31,3460,Central
18,STEM,1959,9753.82,2.41,5228,WestCoast
4,STEM,1981,9777.59,2.32,2607,WestCoast
17,STEM,1998,9810.72,2.05,102671,EastCoast
2,Humanities,2005,10269.33,2.72,13338,WestCoast
45,Humanities,1980,10296.02,2.88,5840,Central
12,Professional,1985,11783.04,2.09,4027,Central
16,Professional,1976,11658.96,3.5,10834,WestCoast
5,Other,1971,5007.51,3.12,3815,EastCoast
13,Other,1974,5181.44,2.62,3808,EastCoast
11,Vocational,1996,13172.85,1.98,5865,EastCoast
9,Other,2005,5069.93,2.65,5585,EastCoast
94,Professional,1956,11767.51,2.36,3236,WestCoast
20,Buisness,1982,10251,2.51,12943,WestCoast
29,Professional,1987,11861.28,1.72,54681,EastCoast
19,Vocational,1975,13331.17,3.3,4968,Central
22,STEM,1983,9779.45,2.11,3170,WestCoast
51,Humanities,1957,10267.39,2.78,21660,Central
10,Humanities,1975,10163.06,1.74,1878,EastCoast
42,Vocational,1999,13295.14,2.8,4921,EastCoast
19,Buisness,1980,10256,2.56,3468,EastCoast
6,Humanities,2005,10246.47,2.48,3863,WestCoast
16,STEM,1982,9769.19,2.29,6410,EastCoast
7,Professional,1992,11678.01,3.03,4987,EastCoast
2,Professional,1992,11795.64,2.24,4315,EastCoast
16,Humanities,1962,10315.95,3.22,2891,WestCoast
0,Buisness,1962,10266,2.66,7103,EastCoast
4,Professional,1986,11679.07,3.12,5582,Central
10,STEM,2005,9811.92,2.01,2175,WestCoast
14,STEM,1984,9786.1,2.19,2827,WestCoast
19,Professional,1988,11798.9,2.03,15726,WestCoast
34,Buisness,1967,9726,2.74,7808,Central
17,STEM,1963,9790.05,2.23,5939,WestCoast
4,Other,2005,5017.75,2.85,16858,WestCoast
15,Vocational,1970,13213.39,2.11,6504,Central
37,Professional,1986,11649.89,3.67,25391,EastCoast
1,Professional,1953,11669.76,3.23,51523,EastCoast
11,Professional,1980,11689.21,2.91,2191,Central
18,STEM,1952,9725.89,2.64,3630,Central
15,Professional,1978,11726.77,2.74,6515,EastCoast
12,STEM,1994,9796.53,2.16,6523,Central
0,STEM,1979,9729.63,2.67,3029,WestCoast
11,Humanities,1983,10263.78,2.52,3973,Central
33,Vocational,1973,13255.84,2.43,3885,Central
27,Humanities,1995,10245.56,2.56,2501,Central
26,Professional,1995,11716.68,2.92,6017,Central
48,STEM,1983,9776.69,2.24,4795,Central
46,Professional,1952,11863.71,1.38,6849,Central
13,Professional,1999,11665.39,3.35,6582,WestCoast
23,Buisness,1963,9792,2.08,8207,WestCoast
47,STEM,1989,9760.36,2.29,3849,EastCoast
6,Professional,1977,11778.97,2.32,4257,WestCoast
19,Professional,1956,11716.27,2.94,2602,Central
20,Professional,1955,11764.33,2.43,7151,EastCoast
51,STEM,1982,9785.92,2.32,5310,WestCoast
14,STEM,1962,9716.31,2.69,5738,WestCoast
103,Other,1958,15605.7,2.88,3183,WestCoast
0,Vocational,1992,13315.84,3.06,3670,EastCoast
5,Professional,1976,11674.88,3.14,2028,Central
23,Professional,1988,11729.15,2.53,6790,EastCoast
98,Other,1972,14605.05,2.23,6366,WestCoast
10,Humanities,1992,10257.38,2.5,4192,WestCoast
20,Humanities,1977,10209.93,2.29,4782,WestCoast
20,Humanities,1994,10254.74,2.52,8857,EastCoast
8,Professional,1960,11751.72,2.43,14083,Central
10,Other,1962,5103.54,2.11,2724,Central
9,Humanities,1960,10285.85,2.86,3277,WestCoast
58,Humanities,2003,10294.28,2.73,4605,Central
2,Buisness,1997,9744,2.56,25822,EastCoast
4,Vocational,1975,13273.24,2.82,5612,EastCoast
2,Professional,1958,11730.82,2.77,3345,WestCoast
11,Buisness,1988,10219,2.19,3313,Central
19,Professional,1995,11688.44,3.14,2415,EastCoast
74,Professional,1962,11760.6,2.42,6665,WestCoast
3,Humanities,1953,10192.78,1.73,3157,WestCoast
13,STEM,1984,9783.35,2.19,5836,EastCoast
61,STEM,2001,9738.23,2.52,1382,Central
10,STEM,1984,9695.71,3.06,9025,Central
13,Vocational,1951,13296.83,2.8,3086,EastCoast
0,Professional,2005,11798.64,2.01,1501,WestCoast
18,Buisness,1998,10214,2.14,7335,WestCoast
0,STEM,1968,9719.91,2.72,11948,Central
4,Vocational,1977,13332.94,3.16,4528,Central
3,STEM,1956,9788.93,2.06,6331,EastCoast
4,Buisness,1987,9832,1.68,10017,EastCoast
24,STEM,1955,9793.74,1.97,1569,WestCoast
6,Vocational,1996,13262.53,2.79,4006,Central
28,Professional,1989,11798.54,1.91,5004,EastCoast
12,Buisness,1968,10308,3.08,6431,WestCoast
4,Vocational,2002,13227.62,2.42,6722,WestCoast
10,Humanities,1980,10229.51,2.38,3861,WestCoast
10,STEM,2004,9823.4,1.57,2215,Central
1,Professional,1951,11699.34,2.98,5957,Central
2,Other,1984,5010.13,2.59,2473,EastCoast
15,STEM,1978,9786.71,2.13,5641,EastCoast
7,Professional,1968,11765.94,2.37,3571,WestCoast
21,Other,1962,5448.23,3.22,4127,EastCoast
20,Professional,1956,11714.26,2.92,1625,Central
0,Vocational,2004,13328.48,3.33,5763,EastCoast
7,STEM,1996,9667.6,3.22,4887,WestCoast
0,Professional,1955,11810.92,2,6531,WestCoast
32,Humanities,1991,10233.28,2.38,8932,WestCoast
15,Professional,1951,11818.16,2.03,4505,WestCoast
62,Vocational,1989,13266.98,2.67,20041,Central
34,Professional,1985,11727.15,2.72,2957,Central
2,Humanities,1964,10230.03,2.35,8607,EastCoast
5,STEM,1970,9752.48,2.46,5637,Central
13,Vocational,2002,13279.1,2.72,5320,Central
7,Buisness,1994,10251,2.51,14974,WestCoast
34,STEM,1968,9724.75,2.98,2680,Central
22,Humanities,2005,10269.41,2.55,5387,EastCoast
33,Buisness,1967,9695,3.05,4210,EastCoast
18,Professional,1966,11762.79,2.27,12705,WestCoast
16,Vocational,2000,13328.19,3.13,2760,EastCoast
3,Professional,1960,11739.81,2.55,6146,EastCoast
7,Buisness,1968,10324,3.24,2948,EastCoast
0,Buisness,1981,9786,2.14,5655,EastCoast
12,Buisness,2003,9760,2.4,7481,Central
19,Vocational,1955,13293.33,2.93,7745,Central
32,STEM,1977,9695.87,3.09,7080,EastCoast
1,Vocational,1952,13152.59,1.5,8341,WestCoast
9,Vocational,1965,13268.89,2.67,10879,Central
16,STEM,2002,9822.39,1.92,52578,EastCoast
34,Humanities,2001,10118.25,1.1,5567,EastCoast
13,Vocational,2004,13250.49,2.48,6488,Central
43,Professional,1980,11700.17,2.86,6939,EastCoast
7,Buisness,1978,10309,3.09,2501,EastCoast
16,Humanities,1956,10199.95,2.01,6245,EastCoast
2,STEM,1998,9721.37,2.7,4545,WestCoast
4,Buisness,1952,10292,2.92,7748,WestCoast
12,Other,2000,5154.88,2.83,3359,Central
5,STEM,1970,9813.91,1.91,1710,Central
4,Humanities,1983,10175.71,1.66,5268,EastCoast
10,STEM,1970,9728.96,2.81,2977,Central
