Piv,Zyrc,Xelco,Yulos,Pilms,WAC,ID,ZIQ
5,Esplen,1968,6,5512.111111,FC,7790,2.59
2,Brillante,2002,69,4610.789474,FB,8076,2.59
6,Vibranto,2014,33,3882.102564,FC,5539,2.45
12,Vibranto,1987,81,4230.275862,EM,5629,2.93
11,Quilante,1972,5,5065.581395,FB,243,1.93
9,Esplen,2018,72,6505.181818,ET,6855,2.4
19,Esplen,1971,46,8192.666667,FB,6724,1.54
2,Ardent,1992,9,4648.461538,ET,9165,2.47
2,Brillante,1966,40,5944.571429,FB,8170,2.71
2,Vibranto,1967,26,3346.181818,EM,4255,2.33
9,Quilante,1965,26,4231.470588,FC,985,2.17
43,Brillante,1999,64,4311.571429,FC,8770,2.94
11,Solario,2004,8,4896.351351,FC,2574,2.78
14,Esplen,1983,54,5659.727273,FC,6444,2.52
16,Solario,1975,31,3730.461538,FB,2965,2.62
7,Vibranto,1972,32,6758.777778,ET,4936,2.28
87,Ardent,2014,50,14733,FC,9210,2.07
31,Quilante,2017,43,5815.137931,FC,1258,1.56
17,Quilante,1994,36,3308.659574,FC,47,2.28
39,Ardent,1998,87,4309.275862,ET,9829,3.09
43,Quilante,1982,46,5261,FC,332,1.82
30,Quilante,2000,82,13218.11111,ET,1309,3.07
31,Esplen,2017,19,6693.913043,EM,7446,3.1
2,Ardent,1990,72,1735.268817,FB,9993,2.63
20,Vibranto,2014,74,7854.806452,ET,5831,2.17
5,Vibranto,2011,81,6749.30303,FB,4533,2.74
23,Vibranto,1990,6,4982.816327,EM,5149,1.84
42,Quilante,1992,8,3901.952381,ET,442,1.93
12,Quilante,1984,23,3918.913043,FB,1046,2.01
37,Quilante,2009,24,33997.33333,EM,303,2.39
84,Ardent,2006,13,4332.051282,FB,9878,2.58
7,Quilante,2001,29,6641.385965,EM,1657,2.23
8,Quilante,1982,63,5237.470588,FB,1685,2.01
38,Quilante,1974,3,5959.851852,ET,854,2.76
19,Solario,1989,22,3938.829787,EM,3494,1.57
3,Solario,2002,13,4567.571429,FB,3970,1.99
49,Brillante,1964,35,1808.385965,FB,8057,2.54
26,Esplen,1988,76,3125.952381,ET,6142,2.47
14,Vibranto,2017,2,5293.102564,FB,4139,2.23
1,Quilante,1991,43,34397.33333,ET,903,2.16
12,Vibranto,2010,70,6307.659574,EM,5547,2.05
57,Solario,2018,3,4239.863014,FB,3973,2.37
7,Brillante,2004,8,5608.863014,EM,8273,2.62
39,Quilante,2011,36,9013.157895,FB,1719,2.62
19,Esplen,2015,82,14391.71429,ET,6307,2.31
2,Vibranto,1976,15,1709.567901,FB,4281,2.51
12,Solario,2012,87,10673.30769,FC,2113,2.53
13,Ardent,1991,65,5463.425287,FC,9887,2.98
26,Brillante,2004,100,3094.385965,EM,8357,2.07
31,Quilante,2014,32,11006.85714,FB,314,2.22
20,Esplen,2006,88,10600.90909,ET,6611,2.61
9,Brillante,2017,98,13410.90909,FB,8611,1.83
8,Brillante,2007,3,9978.555556,FC,8718,2.67
122,Esplen,2006,80,2211.461538,FB,6665,2.39
24,Quilante,2007,39,4608.863014,FB,1973,2.32
29,Ardent,2006,24,3586.333333,ET,9848,2.05
13,Solario,2012,97,5373.701299,ET,2677,2.79
15,Quilante,1989,81,5289.819277,FC,83,2.4
10,Esplen,1998,50,2218.666667,ET,6496,2.42
5,Solario,2014,95,33835.33333,ET,2603,2.01
16,Brillante,1983,59,3138,EM,8650,2.9
6,Vibranto,2000,42,3288.784314,FB,4851,3.26
10,Esplen,1966,57,5442.333333,FB,7048,2.26
41,Esplen,1985,31,5522.571429,FC,7170,1.8
12,Solario,2003,18,2438.425287,ET,2987,3.11
38,Vibranto,1969,45,7021.816327,FB,5249,2.45
14,Vibranto,1995,61,3363.829787,EM,5294,2.11
7,Quilante,1994,100,4957.102564,ET,939,2.46
6,Quilante,1999,90,1924.181818,FC,1155,1.76
29,Solario,1977,87,6444.176471,EM,2734,3.05
68,Quilante,2002,31,14676.11111,FC,1209,1.42
63,Esplen,2011,89,4972.567901,FC,6181,2.88
7,Vibranto,2016,35,16504.71429,FC,4007,3.29
25,Solario,2012,9,5272.595506,FC,3489,3.65
79,Quilante,1980,40,11568.66667,FC,15,2.67
16,Brillante,2001,65,33829.33333,ET,8603,2.44
2,Brillante,1990,84,7324.578947,ET,8238,2.75
1,Quilante,2007,20,51823,EM,902,2.22
26,Vibranto,1980,9,4061.595506,ET,4889,1.86
31,Quilante,1981,53,7898.275862,EM,629,2.54
2,Esplen,1987,47,4888.076923,ET,7052,1.79
1,Quilante,1979,1,7471.352941,ET,1817,2.85
44,Brillante,1991,28,3328.829787,FC,8794,2.41
90,Quilante,1976,44,100267,EM,401,2.69
37,Brillante,1988,20,2283.595506,FC,8489,2.26
14,Quilante,1995,90,4780.792453,FC,153,2.89
16,Ardent,2003,3,12605,FB,9008,3.2
1,Quilante,1993,41,5356.578947,FC,1038,3.37
18,Solario,1978,100,3855.333333,FB,2430,2.57
15,Esplen,1974,10,5204.137931,EM,7458,2.42
6,Solario,1965,93,8039,FB,3716,2.91
5,Ardent,1970,98,3474.151515,FC,9866,2.13
2,Quilante,2013,41,5301.461538,EM,565,2.69
33,Vibranto,1993,90,2095.076923,ET,5152,2.72
15,Esplen,1991,17,2091.956522,FB,6592,1.91
19,Brillante,1966,28,1647.051282,FB,8478,2.73
33,Esplen,1994,53,14218,FC,6308,2.34
7,Quilante,2002,71,4477.275862,EM,1429,2.04
12,Esplen,2010,40,3264.701299,FB,6877,1.94
30,Quilante,1981,66,7222,FC,632,2.56
10,Solario,2006,7,5864.181818,EM,2755,3.22
27,Esplen,1986,87,4905.512195,FC,7582,2.68
1,Solario,1980,68,4227.137931,FB,3358,2.67
17,Brillante,1969,23,4751.826087,EM,8923,2.99
16,Ardent,2000,1,6621.555556,FB,9218,2.42
21,Solario,2015,57,5392.904762,FC,3221,2.98
8,Vibranto,1971,23,4778.181818,EM,4355,1.61
9,Vibranto,1992,60,6710.727273,ET,5944,2.9
2,Solario,1979,73,5103.571429,ET,3470,3
83,Esplen,1997,74,4233.176471,FC,7534,2.32
22,Solario,1972,92,3778.461538,ET,2465,1.96
19,Esplen,1981,1,6412.344262,EM,7261,2.52
12,Vibranto,1989,94,3355.901099,ET,5091,2.75
54,Vibranto,1979,46,5088.927835,FC,4597,2.39
22,Vibranto,1967,85,6060.344262,FC,4261,2.54
21,Vibranto,1973,81,3995.5,FC,4664,2.85
19,Esplen,1985,20,3149.816327,EM,6449,3.07
4,Esplen,1999,67,5922.142857,FB,7435,2.62
6,Brillante,1981,97,8339.904762,EM,8621,2.01
40,Quilante,1999,95,4605.454545,FC,1522,1.61
101,Esplen,1994,11,1885.588235,FC,7768,2.4
12,Vibranto,2005,8,7795.352941,FB,4017,2.7
64,Vibranto,1978,81,2069.301587,ET,4163,2.25
3,Brillante,1998,65,6789.913043,FB,8046,2.58
117,Brillante,1976,87,3935.659574,EM,8147,2.05
11,Ardent,1983,31,5385,ET,9420,2.44
13,Solario,1975,50,4778.02439,ET,2841,2.55
1,Vibranto,1975,83,12985.11111,FC,4609,2.76
12,Solario,1974,38,9745,FC,2116,2
18,Quilante,2004,94,8100.904762,FB,721,2.5
10,Esplen,1994,43,7600.30303,EM,6733,2.15
20,Vibranto,2012,77,8785.307692,FB,5613,3.11
9,Solario,2009,13,3342.913043,FB,3946,2.9
13,Ardent,1987,29,16042.11111,EM,9309,2.46
24,Quilante,2011,28,3902.588235,FB,1668,2.62
2,Quilante,2019,57,6301.851852,ET,1254,3.09
16,Ardent,1987,10,6412.157895,ET,9819,2.74
16,Quilante,1994,70,2314.851852,FB,554,1.98
8,Ardent,1985,38,3620.512195,ET,9682,2.53
93,Solario,2007,12,3818.275362,EM,3269,2.34
14,Quilante,2004,53,2949.956522,ET,992,2
8,Solario,2015,25,6055.5,FB,2264,3.19
7,Esplen,1987,82,3047.537313,FB,7767,2.89
14,Brillante,2004,87,3060.595506,EM,8189,1.93
24,Quilante,1981,27,8527.333333,ET,512,2.22
24,Vibranto,2011,40,8378.666667,ET,4924,2.78
19,Esplen,1989,75,3885.408163,EM,6798,1.98
41,Solario,1995,5,5499,FB,3300,2.7
0,Quilante,2001,45,4633.784314,EM,1151,2.74
20,Vibranto,2000,99,1996.181818,EM,4555,1.98
34,Solario,2012,69,9098.826087,FB,3023,2.56
14,Quilante,1985,74,1508.111111,FB,1290,1.84
21,Solario,2003,27,13602,ET,2410,2.24
15,Vibranto,1989,96,7318,ET,4520,2.53
2,Quilante,1998,70,2827.344262,FC,561,2
2,Esplen,1994,34,8480.703704,EM,7827,2.38
57,Solario,2017,93,1996.792453,FB,3753,2.41
8,Solario,2009,61,2064.512195,ET,2182,3.05
35,Solario,1993,43,8375,EM,3920,2.08
2,Vibranto,1995,6,6823.578947,EM,5538,3
26,Esplen,2013,45,16127.71429,FB,7407,2.61
3,Quilante,2001,43,17288.66667,FB,1506,2.89
13,Ardent,2013,42,1428.363636,EM,9488,3.36
13,Esplen,2015,29,6110.333333,FC,6230,2.22
20,Solario,1996,58,5616.454545,FC,3322,2.78
51,Quilante,1965,62,3087.461538,FB,1265,2.46
2,Solario,1978,82,3260.816327,FC,3849,2.74
1,Vibranto,1981,83,7454,ET,4620,2.73
3,Solario,2002,57,4947.153846,ET,2126,1.58
9,Solario,2006,17,1495.333333,FC,2375,2.96
35,Solario,2000,97,2672.913043,FB,3046,2.9
19,Esplen,2008,48,4157,EM,6125,2.06
1,Vibranto,1969,76,1565,FB,4200,2.42
6,Vibranto,1967,66,2784.714286,ET,4656,2.99
27,Ardent,1991,82,6061.111111,FB,9290,2.81
6,Solario,2008,52,8732.352941,EM,3917,2.77
12,Vibranto,1996,84,6105.137931,FB,5558,2.37
17,Vibranto,1995,48,12083,FC,5910,2.67
38,Quilante,1969,93,7166,FC,232,2.91
2,Quilante,1983,15,3144.816327,FB,1449,2.69
5,Esplen,2014,23,5830.10101,EM,6199,2.61
62,Solario,1974,95,4433.47619,EM,3484,2.46
9,Vibranto,2016,58,10517.33333,FB,5512,2.2
10,Vibranto,1973,14,10392.90909,FC,5411,2.07
6,Solario,1974,31,4436.363636,ET,3388,2.12
10,Quilante,2017,85,12536,FC,408,2.86
40,Solario,1987,23,5618.537313,ET,3267,2.8
0,Quilante,2017,94,5029.701299,FB,377,2.3
33,Ardent,1969,7,6557.578947,FB,9738,2.62
12,Vibranto,1995,15,6396.275862,FC,4829,3.18
37,Vibranto,2016,92,5704.30303,FB,5433,2.1
19,Ardent,1971,80,8757.666667,ET,9924,2.35
53,Vibranto,1987,100,4030.30303,ET,4033,2.89
5,Solario,1968,69,5978.461538,ET,2065,2.37
73,Quilante,2006,87,6010.137931,ET,1358,2.38
27,Brillante,1982,72,5008.578947,FB,8038,2.71
18,Vibranto,1978,58,6051.470588,ET,4085,2.95
15,Brillante,1986,46,1680.789474,FC,8376,3.09
1,Solario,1990,100,2349.790698,FC,2386,2.64
19,Ardent,2007,81,23428,FB,9205,3.09
14,Vibranto,1990,23,6617.851852,FC,5354,2.54
5,Ardent,2011,41,1966,ET,9580,2.21
14,Esplen,1981,62,13401,FB,6110,1.64
20,Vibranto,2004,27,5468.727273,EM,4544,2.3
55,Quilante,1989,32,2092.5,ET,564,2.55
26,Esplen,1966,17,35582.33333,EM,7903,2.72
33,Brillante,1977,76,6137.425287,ET,8787,2.09
25,Quilante,1995,67,9116.352941,EM,1517,1.97
58,Ardent,2019,34,4372.588235,FB,9568,2.35
99,Quilante,1972,78,4163.903226,ET,962,2.54
28,Solario,1985,40,2211.344262,FB,3461,1.77
28,Solario,1995,19,1791,ET,2280,2.42
11,Solario,2006,81,6662.352941,EM,2717,1.95
8,Solario,1971,4,5362.901099,EM,3891,2.15
15,Vibranto,2008,13,10059.33333,FC,4412,3.13
13,Vibranto,1979,68,2081.268817,ET,5993,2.67
6,Brillante,1976,46,6970.581395,EM,8343,3.22
34,Vibranto,2011,6,4215.829787,FB,4494,2.15
12,Solario,1980,19,5838.822785,EM,2979,2.55
1,Brillante,1984,56,1941.631579,EM,8095,2.81
8,Quilante,2016,32,3271.666667,FC,696,3.48
39,Ardent,1998,37,3103.275362,FC,9869,1.82
52,Esplen,1984,29,6593.333333,ET,6048,1.58
7,Brillante,2002,8,7902,FB,8216,2.34
35,Esplen,1977,49,4838.904762,EM,6421,2.38
53,Quilante,1978,11,6179.578947,EM,1738,2.28
7,Esplen,2014,92,8787.157895,FB,6819,3.31
19,Solario,1976,82,4337.702703,FB,3937,3
44,Quilante,1999,6,3627.076923,FB,1252,2.43
22,Esplen,1988,83,12106,FC,6610,2.61
1,Vibranto,1999,97,9534.909091,EM,5711,3.06
21,Quilante,1979,68,3698.927835,FC,897,3.1
69,Quilante,1989,94,1161.363636,EM,1188,1.72
2,Ardent,1998,95,5690.952381,EM,9642,2.3
18,Solario,1974,47,6055.727273,FC,3344,2.84
25,Quilante,2009,98,1465.666667,FC,1996,2.51
15,Esplen,1984,15,4474,ET,6232,2.27
5,Quilante,1994,68,1958.915254,FB,1559,2.33
4,Ardent,1970,5,13786.11111,FC,9109,2.67
0,Vibranto,1991,18,10192.30769,EM,5113,2.61
30,Solario,1992,4,5266.816327,EM,2249,2.22
14,Quilante,1981,81,9029.904762,ET,1021,1.06
23,Solario,1986,66,2410.666667,ET,2496,1.73
3,Vibranto,1979,71,4227.703704,ET,5527,2.63
8,Solario,1991,90,1639.822785,ET,2879,2.74
1,Ardent,1993,23,3463.333333,ET,9175,2.73
5,Esplen,1982,63,5059.956522,FC,7692,2.06
77,Quilante,1984,10,2602.952381,EM,1142,2.32
24,Solario,2013,6,5116.913043,FB,2546,2.74
5,Solario,1992,5,4234.567901,FC,2481,1.62
12,Vibranto,1994,76,6700,ET,4925,2.43
0,Brillante,1966,84,7936.857143,ET,8114,2.14
27,Vibranto,2009,33,1755.666667,FC,5096,2.91
38,Esplen,2019,38,5236.822785,FC,6379,2.22
20,Ardent,1965,90,7405.702703,ET,9537,2.73
2,Vibranto,2017,93,52373,EM,5102,2.71
6,Vibranto,2005,64,4104.701299,FB,5177,2.4
9,Quilante,1972,92,7113,FC,1820,2.31
14,Esplen,2001,46,5022.512195,ET,6382,2.8
10,Quilante,1986,66,4255.537313,ET,1167,3.03
13,Quilante,2019,50,6573.157895,EM,1319,2.93
62,Quilante,1984,33,4296.10101,EM,599,2.24
34,Esplen,2017,57,1990.461538,FB,7065,2.49
11,Quilante,1985,63,4496,FB,1050,2.23
33,Ardent,2001,97,3529,EM,9300,2.04
3,Quilante,2013,27,4974.702703,ET,1537,3.1
3,Esplen,1990,46,4571.142857,EM,6835,2.47
1,Esplen,2010,4,6069.222222,EM,7645,2.74
28,Vibranto,1987,12,6064,FC,5820,2.62
1,Ardent,2017,8,2979.701299,EM,9577,2.08
29,Solario,1974,53,2462.333333,ET,3848,2.93
38,Solario,2014,37,1985.915254,ET,2659,2.4
2,Quilante,2007,47,3548.927835,FC,1197,2.45
24,Quilante,1987,28,2922.581395,FC,1743,4
19,Solario,2018,65,2884.915254,EM,2259,2.14
12,Quilante,1966,23,3811.631579,ET,1895,3.03
1,Quilante,2018,99,2751.581395,ET,1443,2.38
48,Ardent,1968,24,5914.268817,FC,9493,2.88
6,Vibranto,2012,56,6175,FC,5420,2.62
24,Solario,2007,1,3124.790698,ET,3286,2.37
22,Esplen,2007,82,6492,FB,7150,1.94
20,Solario,1990,86,2397.822785,EM,3579,2.11
14,Vibranto,1977,31,3507.470588,FC,5185,2.06
13,Esplen,2011,23,50877,EM,6802,2.59
3,Vibranto,1984,29,4705.915254,EM,5659,2.32
2,Vibranto,2003,95,3361.408163,FC,4698,2.34
4,Quilante,1978,49,2163.137931,EM,1158,2.34
1,Solario,1991,83,6496.581395,FC,2243,3.13
9,Ardent,1989,3,4800.176471,EM,9934,2.71
28,Vibranto,1981,70,1616.408163,FC,5098,2.57
0,Solario,1980,35,1463.789474,EM,2276,2.33
18,Solario,2011,75,2756.816327,FC,3949,2.56
3,Esplen,2000,76,11640.90909,EM,7711,2.39
4,Esplen,1979,88,6139.428571,FC,7028,3.38
35,Quilante,2009,93,1162.111111,FC,90,2.14
3,Quilante,1986,57,2358.385965,FB,857,3.23
6,Brillante,2019,59,9815.333333,FB,8612,2.27
6,Vibranto,2009,92,5000.789474,FC,4376,2.61
4,Quilante,1974,58,3730.777778,ET,1836,2.44
20,Quilante,1971,64,9414,FC,716,1.46
42,Esplen,1968,59,6414.076923,FB,7352,2.21
71,Brillante,1985,38,2074.822785,FB,8679,2.36
64,Quilante,1993,100,4259.927835,FB,297,3.38
43,Quilante,2019,75,2542.588235,FB,368,2.66
1,Ardent,2015,43,6076.333333,FC,9530,2.4
13,Esplen,1978,100,2377.425287,FC,6887,2.03
2,Quilante,1985,48,6234,ET,940,2.46
36,Quilante,2003,45,27587,FC,1004,2.46
78,Vibranto,1981,36,2523.659574,FC,5747,3.29
40,Esplen,2012,9,4312.385965,FB,6657,2.5
4,Brillante,1975,28,9625.555556,FC,8618,1.77
27,Solario,1976,45,5840.701299,EM,3577,2.26
1,Solario,2006,49,6078.428571,ET,2028,2.41
23,Vibranto,2001,58,1571.450704,ET,4471,2.52
8,Esplen,2016,95,15233.71429,FC,7307,2.13
6,Solario,1988,7,7425.777778,ET,3736,2.76
5,Vibranto,1990,11,7527.157895,FB,4219,2.26
2,Esplen,1978,15,5835.268817,FC,7393,1.95
2,Esplen,1987,91,4403.076923,FB,6152,2.39
2,Quilante,1973,22,3730.666667,FC,1660,1.77
19,Esplen,2011,83,5064.904762,ET,7921,2.18
15,Solario,1981,44,5195.927835,FC,2397,3.52
6,Vibranto,2011,27,5754.666667,FB,4860,2.71
9,Brillante,2005,24,8046.904762,FB,8521,3
0,Ardent,1978,41,5196.903226,ET,9162,2.93
13,Solario,1973,46,4881.02439,FC,2741,2.7
3,Ardent,1991,68,5209.461538,EM,9765,3.15
9,Brillante,2010,81,9274,FC,8416,2.08
12,Solario,2005,21,4861,ET,2080,1.98
29,Esplen,1990,88,5202.915254,ET,7159,2.32
50,Quilante,1984,60,5582,EM,80,3.56
30,Esplen,2018,59,5409.301587,ET,7863,2.33
1,Solario,1984,81,3517.956522,EM,3192,2.67
14,Quilante,1977,80,7382.102564,EM,739,1.62
38,Esplen,1972,59,16317.71429,FB,6807,2.79
8,Vibranto,2007,61,3289.790698,EM,5986,4
17,Quilante,2005,8,6144.714286,FC,556,1.68
9,Quilante,1984,9,5876.301587,FC,163,2.77
30,Ardent,2014,89,2526.829787,FC,9294,2.27
2,Solario,2016,18,1422.666667,EM,2096,2.54
37,Brillante,2005,9,4599.595506,FB,8689,2.15
3,Ardent,2003,81,5978.408163,FC,9798,2.96
33,Ardent,1976,43,2949.666667,EM,9860,2.71
36,Esplen,1978,30,5157.10101,EM,6599,2.53
4,Brillante,2010,40,15014,ET,8108,2.97
51,Brillante,1986,60,28313,EM,8404,2.49
9,Vibranto,2011,94,5799.555556,FC,5818,2.39
10,Quilante,1984,83,4975.268817,FB,1193,2.27
51,Vibranto,2019,58,7331,FB,5920,3.03
20,Esplen,1984,79,6015.822785,EM,7879,2.43
13,Vibranto,1983,16,1550.588235,EM,5568,2.31
18,Quilante,2009,100,7897.275862,FB,1329,2.67
5,Vibranto,2002,82,6041.352941,FC,5917,1.99
12,Esplen,2016,46,2887.588235,FB,6368,2.84
24,Esplen,1978,15,3531.076923,FC,7852,2.58
24,Quilante,2019,43,5852.102564,EM,339,2.2
4,Brillante,1981,69,22004,EM,8705,3.07
24,Vibranto,1991,16,3288.790698,FC,4886,2.61
2,Brillante,2015,91,3751.903226,FC,8862,2
25,Esplen,2019,42,3219.425287,EM,6487,1.94
1,Solario,1985,56,6732,FB,3825,1.68
52,Esplen,1995,82,4878.822785,ET,7979,3.25
12,Quilante,1990,13,5184.5,FC,1764,2.26
49,Brillante,1982,88,19665.66667,ET,8206,3.07
24,Vibranto,2011,51,6218.454545,ET,5722,2.48
1,Quilante,1990,79,6955.913043,EM,846,2.6
4,Brillante,2002,59,1342.666667,ET,8496,2.06
42,Vibranto,1989,41,102481,ET,4301,2.77
2,Solario,1969,64,6864.454545,FB,3122,2.54
2,Solario,2014,99,4332.819277,EM,2383,2.61
5,Solario,1993,6,5425.777778,FC,3136,2.83
13,Quilante,2016,50,4759.790698,FC,1386,2.36
16,Ardent,1985,99,5119,EM,9625,1.85
8,Esplen,1966,95,6496,ET,6250,2.02
70,Solario,1972,3,4493.806452,FC,2731,1.89
8,Brillante,1983,65,4877.151515,FB,8566,2.62
1,Quilante,1985,71,5113.727273,ET,1144,3.26
2,Esplen,2004,51,5655.333333,ET,7130,2.17
11,Brillante,2000,19,5254.631579,FC,8495,3.69
63,Esplen,1968,41,6475.157895,FC,6319,3.07
0,Quilante,1987,24,7850.454545,FC,1722,2.02
4,Vibranto,2001,24,2349,FC,4300,2.77
7,Vibranto,2006,96,6329,FB,4316,1.59
1,Solario,1979,83,22348,FC,2805,2.27
12,Vibranto,1982,6,5866.268817,ET,4693,2.28
1,Solario,1986,67,2366.363636,FB,3488,2.71
20,Vibranto,2019,93,4306.777778,FC,4736,2.01
4,Vibranto,2014,24,2783.714286,FC,4456,2.72
16,Esplen,1974,43,4731.344262,FC,6161,2.36
47,Esplen,1983,67,8274.666667,FC,7815,2.28
44,Quilante,2004,4,8634.703704,ET,127,2.13
30,Ardent,1976,41,1937.301587,EM,9263,3.09
2,Esplen,1999,31,5453.904762,FB,7421,1.5
8,Quilante,2012,30,12474.33333,FB,12,2.37
22,Quilante,2012,13,3741.47619,EM,484,2.65
25,Esplen,1980,83,2934.385965,ET,6157,2.69
24,Esplen,1965,85,2875.301587,FB,7363,2.82
5,Quilante,1971,74,5720.666667,FC,596,2.61
41,Solario,1971,35,6325.666667,ET,2324,2.12
17,Vibranto,2009,38,5263.956522,FC,4192,3
34,Quilante,1997,44,102652,FC,1701,2.46
22,Solario,1993,28,14568,FC,3810,2.66
21,Brillante,1964,82,6157.792453,EM,8253,2.72
4,Solario,2001,66,2668.927835,FB,2897,2.24
25,Ardent,1968,64,5521.702703,FB,9137,2.9
22,Solario,1966,82,36087.33333,ET,3103,2.29
31,Quilante,1971,40,2488.952381,ET,842,1.92
2,Quilante,1967,89,7006.913043,FC,246,2.92
9,Solario,1987,95,22416,ET,2705,2.42
30,Esplen,2001,50,4441.727273,FB,7544,2.41
24,Esplen,1986,37,6116.567901,FB,6681,2.21
11,Solario,2000,48,6575.30303,ET,2833,1.69
5,Brillante,1977,95,5162.333333,ET,8675,2.31
20,Quilante,1974,21,5938.703704,ET,827,2.32
57,Solario,2003,58,7332.857143,FB,3514,3.12
53,Brillante,1986,81,2541.333333,EM,8348,2.23
24,Esplen,2005,73,2579.915254,FC,7259,2.84
23,Quilante,1983,60,15856.11111,FB,1609,2.29
4,Esplen,1965,71,5608.333333,EM,7530,2.67
30,Vibranto,2008,39,3316.822785,FB,4279,3.02
19,Esplen,2013,7,12074.30769,FC,7413,2.92
68,Quilante,1973,10,4353.806452,FC,331,2.79
34,Vibranto,1994,76,1691.151515,FB,5366,3
21,Quilante,1970,34,5377.333333,FC,1175,1.94
2,Esplen,1977,43,2402.111111,ET,7690,2.67
26,Vibranto,1979,100,5121.702703,ET,4137,2.09
23,Vibranto,1988,100,8601,EM,4020,2.12
8,Vibranto,1968,82,4464.666667,ET,4196,2.68
14,Solario,1976,28,7097.777778,EM,2236,3.09
9,Vibranto,1987,7,12891,EM,4408,2.92
5,Solario,2000,91,4936.588235,FB,2268,3.58
46,Quilante,2017,92,3995.956522,EM,292,3.03
10,Quilante,2006,85,4058.952381,FC,242,2.76
8,Esplen,2010,72,5579.512195,EM,7382,1.86
6,Solario,2010,30,4606.777778,FC,2836,2.38
43,Vibranto,1968,63,1872.344262,FB,4661,2.14
1,Solario,1985,80,3730.659574,ET,2047,2.64
11,Quilante,2002,90,3886.333333,EM,1730,2.73
48,Vibranto,2003,31,3819.578947,FB,4238,2.67
6,Ardent,2013,1,7428.454545,FC,9522,2.5
23,Brillante,1983,62,4861.903226,ET,8762,2.9
3,Ardent,2004,83,6321.333333,FC,9930,2.76
13,Brillante,2006,31,6556.137931,ET,8358,2.64
26,Solario,1966,80,6005.952381,FB,3542,1.16
12,Solario,1968,81,1203.901099,ET,2191,2.8
3,Quilante,1997,32,3469.051282,ET,778,1.88
8,Quilante,1998,44,4735.333333,FB,748,2.55
50,Solario,2015,66,2615.333333,EM,3475,2.85
24,Solario,2010,35,2533.470588,ET,3385,2.46
102,Solario,1997,83,2081.790698,FB,2086,2.09
4,Ardent,1968,73,3626.567901,FC,9481,2.97
1,Brillante,2012,20,2528.792453,FB,8053,1.78
8,Quilante,2019,63,5914.153846,FB,1826,2.41
6,Solario,1983,53,1544.47619,EM,3284,3.25
4,Vibranto,1998,45,5245,ET,4550,2.34
2,Esplen,1976,16,5974.581395,FC,6743,2.07
38,Esplen,1998,8,1981.927835,FB,7397,1.79
53,Ardent,1995,26,2522.512195,FC,9582,2.34
68,Esplen,1998,36,2763.666667,FC,6860,2.66
16,Quilante,1987,97,4945,EM,1400,2.26
1,Quilante,1983,91,21491,EM,5,1.26
6,Vibranto,1996,49,6626.157895,FB,5819,2.13
10,Esplen,1973,76,4683.666667,FC,6924,3.02
13,Brillante,1965,67,4352.275862,ET,8529,2.69
2,Brillante,2015,33,5753.151515,EM,8666,2.62
14,Solario,1999,55,18850.66667,ET,2006,2.79
25,Esplen,2005,63,3456,FB,6600,2.99
34,Solario,2000,39,15748.11111,FC,3209,2.6
32,Brillante,1981,73,1984.344262,EM,8761,2.63
10,Vibranto,1977,18,5851.425287,EM,5587,2.42
9,Vibranto,1994,10,5795.137931,FB,4658,2.62
15,Esplen,1981,41,7452.352941,EM,6317,2.19
4,Esplen,1982,28,3463.176471,FB,6634,2.49
56,Vibranto,1975,63,14611,FC,5110,1.32
13,Brillante,1970,21,5608,FC,8032,2.36
36,Solario,1992,100,4868.333333,FB,2748,2.02
1,Quilante,1986,80,6977.806452,EM,631,1.84
5,Brillante,1993,57,2468.301587,FC,8963,2.34
37,Quilante,2001,96,4345.666667,FC,896,2.55
1,Ardent,2012,5,8342.153846,FB,9826,2.71
6,Esplen,1985,5,4339.888889,EM,6572,2.47
15,Solario,2018,80,5136.151515,FC,3166,2.1
47,Brillante,2013,36,23615,FB,8805,2.75
47,Vibranto,1997,89,2781.102564,FC,4639,1.72
8,Vibranto,2014,52,7176.275862,FC,5929,3.07
87,Ardent,1975,86,8702,EM,9020,1.87
12,Esplen,2003,1,8499.352941,ET,6817,3.28
28,Esplen,2009,92,2497.111111,ET,7890,2.36
11,Brillante,1966,31,3863.829787,EM,8394,3.12
10,Solario,1990,71,2279.344262,FB,2761,2.73
2,Vibranto,2001,60,2964.822785,EM,5379,2.22
23,Esplen,1992,85,5047.176471,ET,7334,2.05
0,Vibranto,1980,50,3875.851852,FB,5554,2.68
1,Esplen,1995,92,9860.555556,FC,6118,2.09
23,Quilante,2017,54,1817.351351,FB,774,2.72
70,Quilante,1965,29,5395,ET,600,2.46
6,Vibranto,1992,26,4212.470588,EM,4485,1.88
3,Esplen,2008,42,4086.051282,EM,6078,2.68
0,Quilante,1982,24,7214.702703,FC,337,2.71
15,Vibranto,2001,1,5188.344262,FB,4761,2.82
41,Solario,1983,43,6657.333333,ET,2848,2.55
25,Brillante,1996,19,4187.275862,FB,8129,1.58
27,Brillante,1976,34,17878.71429,FB,8007,2.53
44,Esplen,2005,78,3204,FC,7740,2.18
9,Solario,1998,22,7378.666667,ET,3424,3.41
0,Vibranto,1990,69,4158,FB,4432,1.44
2,Ardent,2014,48,5475.363636,ET,9788,3.14
17,Vibranto,2019,99,7154.153846,EM,5426,1.71
16,Vibranto,1978,61,6745.702703,FB,4737,2.46
