LinkedIN,Major,DOB,Tuition,College_location,ID,GPA
2,Professional,1992,1267,WestCoast,2281,2.7
38,Vocational,1957,4159,WestCoast,2282,2.26
2,STEM,1968,3819,EastCoast,2283,2.29
3,Buisness,1949,2056,Central,2284,2.49
0,Vocational,1950,3322,EastCoast,2285,2.94
20,Other,1949,4718,EastCoast,2286,2.04
12,Vocational,1999,6908,WestCoast,2287,2.48
7,Vocational,1986,104276,EastCoast,2288,3.58
6,STEM,1983,5047,WestCoast,2289,1.76
11,Professional,1976,4364,WestCoast,2290,3.01
4,Vocational,1986,7812,Central,2291,3.08
19,Humanities,1970,4396,EastCoast,2292,3.24
7,Other,2003,5855,Central,2293,2.39
2,Buisness,1988,2217,EastCoast,2294,2.57
27,Humanities,2003,14620,EastCoast,2295,2.13
6,Vocational,1984,2639,WestCoast,2296,3.26
20,STEM,1963,3577,EastCoast,2297,3.04
23,Vocational,1972,3341,EastCoast,2298,2.47
7,Buisness,1969,35497,EastCoast,2299,3.04
36,Professional,1964,1111,Central,2300,2.43
9,STEM,1992,7474,Central,2301,2.49
27,Professional,1997,6229,WestCoast,2302,3.05
3,STEM,1972,29058,WestCoast,2303,2.87
6,Professional,1976,3608,WestCoast,2304,1.81
25,STEM,1999,5363,WestCoast,2305,1.97
6,Vocational,1997,5958,Central,2306,2.01
7,Vocational,1985,5257,WestCoast,2307,2.27
25,Humanities,2002,7016,EastCoast,2308,2.81
30,Professional,1951,4315,EastCoast,2309,2.92
4,Other,2001,7551,WestCoast,2310,2.03
40,Professional,1996,3679,EastCoast,2311,2.5
31,Vocational,1959,4928,WestCoast,2312,2.41
6,Professional,1965,8445,EastCoast,2313,2.77
8,Humanities,1982,5410,WestCoast,2314,2.6
11,Professional,1982,5760,WestCoast,2315,2.16
15,Professional,1991,13707,EastCoast,2316,2.49
17,STEM,1970,3461,WestCoast,2317,2.5
8,Vocational,1955,20189,WestCoast,2318,2.17
14,Buisness,1977,2999,EastCoast,2319,2.91
20,Humanities,1969,4013,WestCoast,2320,1.92
21,STEM,1958,4410,Central,2321,2.75
21,Professional,1999,12894,Central,2322,2.59
23,Humanities,1960,4120,WestCoast,2323,1.97
2,Professional,1951,2605,EastCoast,2324,2.04
0,STEM,1951,4410,Central,2325,2.73
1,Professional,1990,7303,EastCoast,2326,3.22
65,Humanities,1971,17400,WestCoast,2327,2.41
7,Vocational,1988,3729,EastCoast,2328,2.72
2,Professional,1993,4541,Central,2329,2.47
11,Vocational,1998,6267,WestCoast,2330,2.11
12,Professional,1979,4234,EastCoast,2331,3.13
23,Professional,1951,3927,EastCoast,2332,2.23
28,Other,1996,27232,WestCoast,2333,3.46
6,Vocational,1995,7273,Central,2334,2.8
14,Buisness,1956,5990,EastCoast,2335,1.24
19,Buisness,1958,2864,Central,2336,2.89
9,Vocational,2003,3326,Central,2337,2.03
38,Professional,1963,1594,Central,2338,1.63
68,STEM,1968,5091,Central,2339,2.16
11,Buisness,1963,8501,Central,2340,2.52
0,Buisness,1967,1235,Central,2341,2.33
7,Vocational,1994,10450,Central,2342,3.03
4,Professional,1985,5257,Central,2343,2.36
11,STEM,1956,3014,EastCoast,2344,3.06
8,Vocational,1974,2239,Central,2345,2.53
45,STEM,1968,4417,WestCoast,2346,3.36
33,Buisness,1970,2536,EastCoast,2347,2.57
5,STEM,1958,1734,EastCoast,2348,2.62
8,Buisness,1985,4123,WestCoast,2349,2.82
10,STEM,2002,6233,WestCoast,2350,2.4
20,Vocational,1985,6862,WestCoast,2351,1.84
34,Professional,2001,5875,EastCoast,2352,1.82
2,STEM,1997,3711,Central,2353,2.44
19,Humanities,1980,34798,EastCoast,2354,2.2
43,Vocational,1994,4768,WestCoast,2355,2.09
2,Professional,1968,3171,EastCoast,2356,2.23
26,Humanities,1978,5789,WestCoast,2357,2.07
10,STEM,1982,1782,EastCoast,2358,2.45
9,Vocational,1963,6804,WestCoast,2359,2.43
10,Humanities,1972,5336,EastCoast,2360,2.11
24,Professional,1949,5083,WestCoast,2361,2.82
5,Professional,1975,5962,EastCoast,2362,2.48
23,Buisness,1952,3969,EastCoast,2363,3.77
4,Professional,2001,3964,WestCoast,2364,2.49
9,STEM,1999,2144,WestCoast,2365,2.37
24,Professional,1990,6232,Central,2366,2.48
17,Humanities,1994,2725,EastCoast,2367,2.67
13,STEM,1987,3869,WestCoast,2368,2.57
23,Humanities,1987,12542,WestCoast,2369,1.71
3,Vocational,1974,4991,WestCoast,2370,2.32
1,Buisness,1969,9218,WestCoast,2371,1.82
8,STEM,1960,2908,WestCoast,2372,2.38
15,Humanities,1985,1559,WestCoast,2373,2.77
10,STEM,2001,12938,WestCoast,2374,2.86
13,Professional,1972,5373,WestCoast,2375,2.69
5,Humanities,1950,4581,EastCoast,2376,1.88
16,STEM,1976,3142,EastCoast,2377,2.44
36,STEM,1991,3623,WestCoast,2378,3.42
71,STEM,1986,6073,EastCoast,2379,2.66
15,Professional,1962,29190,WestCoast,2380,2.84
11,Other,1976,3949,WestCoast,2381,2.35
16,Humanities,1975,8226,WestCoast,2382,3.41
5,Vocational,1955,2815,WestCoast,2383,2.75
1,STEM,1958,13054,WestCoast,2384,2.39
2,Vocational,1981,2082,WestCoast,2385,3.28
21,Professional,1956,2356,Central,2386,2.79
8,Buisness,1967,4463,EastCoast,2387,2.62
32,Buisness,1974,6617,Central,2388,3.18
1,STEM,1963,3922,EastCoast,2389,2.84
8,Humanities,1986,3538,EastCoast,2390,3.1
68,Vocational,1971,4488,Central,2391,2.96
15,Other,1983,24934,EastCoast,2392,3
2,Other,2001,1317,EastCoast,2393,2.47
4,Professional,1955,4201,Central,2394,2.56
4,Humanities,1971,1651,WestCoast,2395,2.79
38,Vocational,1953,6184,WestCoast,2396,2.45
20,Vocational,1996,12684,WestCoast,2397,3.11
29,Professional,1958,50275,EastCoast,2398,1.93
0,Humanities,1960,9337,EastCoast,2399,3.02
12,Vocational,2003,2948,Central,2400,2.51
31,STEM,1985,3630,EastCoast,2401,2.55
10,Professional,1984,11993,EastCoast,2402,2.37
16,Professional,1949,6893,Central,2403,1.53
12,Buisness,1985,7163,WestCoast,2404,2.97
19,Other,1957,3528,Central,2405,2.84
3,Professional,1952,1670,WestCoast,2406,3.06
30,Buisness,2000,5285,Central,2407,2.37
5,Vocational,1954,3532,EastCoast,2408,3.5
24,Professional,1961,1310,Central,2409,3.17
1,STEM,1977,8054,Central,2410,2.78
46,Professional,1966,3010,WestCoast,2411,1.89
14,STEM,1954,4270,WestCoast,2412,2.78
3,STEM,2003,5311,WestCoast,2413,1.95
8,Vocational,1987,6464,Central,2414,1.48
75,Professional,1987,3244,WestCoast,2415,2.35
46,Humanities,1984,5659,EastCoast,2416,3.26
3,Humanities,1975,5570,EastCoast,2417,3.15
1,Humanities,1969,5139,WestCoast,2418,1.68
19,Other,1966,1762,EastCoast,2419,2.25
18,Buisness,1992,2354,WestCoast,2420,2.38
10,Vocational,1980,6083,Central,2421,2.2
7,Professional,1955,3711,Central,2422,1.88
36,Humanities,1988,6068,WestCoast,2423,1.78
7,Professional,1999,3607,EastCoast,2424,2.38
12,Professional,2001,35096,Central,2425,1.48
2,Vocational,1954,4036,EastCoast,2426,2.88
0,Humanities,1979,5968,EastCoast,2427,2.55
51,Vocational,1957,53606,EastCoast,2428,2
21,Professional,1990,8159,EastCoast,2429,3.05
70,STEM,1949,1872,EastCoast,2430,2.46
21,Humanities,1956,5107,WestCoast,2431,1.6
65,Buisness,1983,4317,Central,2432,2.53
16,Humanities,1960,3277,Central,2433,1.94
19,Professional,1973,4953,EastCoast,2434,1.98
27,Professional,1959,2430,Central,2435,2.51
34,Other,1955,9714,Central,2436,2.57
9,Professional,1955,1238,Central,2437,2.5
5,Professional,1962,14266,EastCoast,2438,2.56
2,Humanities,1966,5543,EastCoast,2439,2.09
11,Buisness,1973,5905,Central,2440,2.55
7,Vocational,1986,5519,Central,2441,2.32
15,Vocational,1984,4994,Central,2442,2.6
3,Vocational,1974,3519,Central,2443,2.92
10,Humanities,1990,3941,Central,2444,2.03
19,Other,1999,10051,EastCoast,2445,2.66
20,Humanities,1964,12396,WestCoast,2446,2.52
10,Humanities,1976,52374,WestCoast,2447,2.16
13,Professional,1960,3116,EastCoast,2448,2.37
29,Humanities,1989,4880,WestCoast,2449,2.43
13,Other,1985,4085,EastCoast,2450,2.42
25,Humanities,1984,54131,WestCoast,2451,2.3
50,Vocational,1979,6255,WestCoast,2452,2.76
1,Humanities,1975,3991,Central,2453,2.36
11,Humanities,1969,4281,EastCoast,2454,2.28
37,Vocational,1986,19863,WestCoast,2455,2.8
82,Professional,1988,5992,WestCoast,2456,3.14
9,STEM,2002,4784,EastCoast,2457,2.82
22,Vocational,1949,6257,Central,2458,2.4
8,Humanities,1989,6525,WestCoast,2459,2.9
115,STEM,1977,2056,EastCoast,2460,2.04
5,Humanities,1999,25004,EastCoast,2461,1.97
13,Buisness,1993,17779,EastCoast,2462,2.9
2,Vocational,1950,4299,Central,2463,3.19
14,Vocational,1972,3390,EastCoast,2464,2.7
39,Other,1969,7392,Central,2465,2.41
12,Vocational,1971,6776,WestCoast,2466,2.1
38,Other,1954,7391,WestCoast,2467,2.75
19,Professional,1969,3555,Central,2468,1.73
9,Humanities,1957,8399,WestCoast,2469,3.38
4,STEM,1957,4864,WestCoast,2470,1.91
18,Buisness,1977,6975,EastCoast,2471,1.7
26,Professional,1997,4304,Central,2472,2.22
35,Humanities,1969,4566,WestCoast,2473,2.52
7,Vocational,1990,7123,EastCoast,2474,2.6
4,Humanities,2002,6979,Central,2475,1.96
20,Humanities,1999,7689,WestCoast,2476,2.25
1,Vocational,1953,2019,Central,2477,1.77
1,Humanities,1962,1726,WestCoast,2478,3.36
38,Professional,1992,5194,WestCoast,2479,2.43
2,Vocational,1965,2486,Central,2480,3.09
52,Buisness,1960,4856,WestCoast,2481,2.48
16,Vocational,1960,7259,EastCoast,2482,1.96
10,Humanities,1990,3997,Central,2483,1.62
2,STEM,1964,5288,WestCoast,2484,2.28
25,Buisness,1963,6880,Central,2485,2.69
23,Humanities,1985,16848,Central,2486,1.94
17,STEM,1951,2873,WestCoast,2487,2.27
8,Professional,1953,2867,EastCoast,2488,2.46
1,STEM,1991,27421,EastCoast,2489,2.08
39,STEM,1989,4679,WestCoast,2490,3.38
22,Other,1960,4843,Central,2491,2.25
29,STEM,1987,35234,Central,2492,2.64
21,Professional,1965,4544,WestCoast,2493,2.59
50,Other,1958,1639,EastCoast,2494,2.24
51,STEM,1975,5177,WestCoast,2495,2.38
34,Humanities,1955,3539,WestCoast,2496,2.83
5,Other,1987,4692,EastCoast,2497,2.1
7,Professional,1998,8573,EastCoast,2498,3.31
3,Humanities,1965,3051,WestCoast,2499,2.08
43,STEM,2003,1583,WestCoast,2500,2.66
29,Other,1990,6922,WestCoast,2501,2.05
19,Vocational,1991,4727,EastCoast,2502,2.66
16,Vocational,1976,3378,Central,2503,3.01
10,Buisness,1965,5079,Central,2504,2.02
28,Buisness,2003,5852,WestCoast,2505,2.55
10,STEM,1990,2589,WestCoast,2506,2.76
18,Professional,1991,7337,EastCoast,2507,2.14
14,STEM,1957,2263,EastCoast,2508,3.47
92,Vocational,1983,4893,Central,2509,2.84
2,Humanities,1953,3498,WestCoast,2510,3.04
4,STEM,1997,5839,Central,2511,3.1
1,Other,1960,4957,Central,2512,3.1
78,Other,1956,5132,WestCoast,2513,2.04
14,STEM,1995,4075,Central,2514,2.53
5,Buisness,1972,5359,EastCoast,2515,2.72
16,Other,1993,8186,WestCoast,2516,2.67
20,Vocational,1988,6213,WestCoast,2517,2.3
2,Professional,2003,5493,Central,2518,2.07
9,Vocational,1952,12407,EastCoast,2519,2.5
15,Humanities,1966,3805,EastCoast,2520,2.13
17,Humanities,1992,2716,EastCoast,2521,3.11
70,Professional,1964,6798,EastCoast,2522,2.57
12,STEM,1972,3955,Central,2523,1.88
6,Humanities,1953,3988,Central,2524,1.92
35,STEM,1991,1448,EastCoast,2525,1.92
40,Humanities,1950,14031,Central,2526,1.61
2,STEM,1949,6011,Central,2527,2.52
5,Vocational,1960,103817,Central,2528,2.63
4,Humanities,1959,4565,WestCoast,2529,2.81
12,Professional,1961,6030,EastCoast,2530,2.42
2,Vocational,2001,5784,WestCoast,2531,1.75
21,STEM,1974,2637,Central,2532,2.32
4,STEM,1951,102501,WestCoast,2533,3.35
10,Vocational,1993,16215,WestCoast,2534,2.96
31,STEM,1971,6533,WestCoast,2535,2.19
13,Vocational,1972,4850,Central,2536,2.46
5,Professional,1970,3127,Central,2537,2.01
23,Vocational,1963,5516,WestCoast,2538,2.31
7,Professional,1980,2267,Central,2539,2.17
7,STEM,1957,5030,EastCoast,2540,3.43
53,STEM,1962,5691,Central,2541,2.28
12,Other,1987,5522,EastCoast,2542,2.14
58,Humanities,1994,7643,EastCoast,2543,2.6
48,Professional,1990,1522,WestCoast,2544,2.68
53,STEM,1984,5852,WestCoast,2545,3.01
7,Buisness,1982,4106,WestCoast,2546,2.32
6,Other,1958,6131,Central,2547,3.16
52,Vocational,1963,4378,Central,2548,2.75
54,Vocational,1975,4369,EastCoast,2549,2.71
12,Professional,1997,1048,WestCoast,2550,2.66
7,Humanities,1971,5163,WestCoast,2551,2.42
48,Humanities,1982,7640,WestCoast,2552,2.31
42,Vocational,2000,5216,Central,2553,2.92
55,STEM,1984,4280,Central,2554,2.8
31,STEM,1987,3295,WestCoast,2555,2.12
2,Professional,1956,3643,WestCoast,2556,2.21
1,Humanities,1950,13533,EastCoast,2557,1.64
54,Vocational,1981,36345,WestCoast,2558,3.64
20,Professional,1988,5184,WestCoast,2559,2.49
7,Professional,1952,13089,Central,2560,2.74
0,STEM,1954,3767,EastCoast,2561,2.2
5,Humanities,1982,3527,WestCoast,2562,2.66
50,Humanities,1999,3812,WestCoast,2563,2.85
42,Humanities,1952,1467,EastCoast,2564,2.64
44,Vocational,1999,7786,EastCoast,2565,2.32
24,Other,1997,7050,WestCoast,2566,2.84
31,Other,1998,29216,WestCoast,2567,2.51
10,Professional,1973,7037,EastCoast,2568,2.59
61,Other,1996,4268,EastCoast,2569,1.97
13,STEM,1965,3208,Central,2570,2.21
7,Other,2000,9599,WestCoast,2571,2.5
29,Professional,1991,4641,Central,2572,2.8
0,Vocational,1983,5222,Central,2573,2.91
41,Professional,1957,3860,WestCoast,2574,2.28
17,Buisness,1953,5711,Central,2575,2.56
20,STEM,1988,17347,EastCoast,2576,2.82
4,Professional,1990,14982,EastCoast,2577,3.17
5,Professional,1987,3550,WestCoast,2578,1.96
6,STEM,1964,2431,EastCoast,2579,1.32
7,Vocational,1987,6721,EastCoast,2580,2.28
14,Vocational,1995,3938,EastCoast,2581,2.97
12,Other,1966,9648,EastCoast,2582,2.55
3,STEM,1974,1981,WestCoast,2583,3.19
4,STEM,1958,4272,Central,2584,2.7
0,Humanities,1990,6118,Central,2585,2.41
22,Buisness,1964,9231,Central,2586,2.43
8,Humanities,1999,4862,WestCoast,2587,3.19
7,Other,1993,17401,Central,2588,2.05
40,Buisness,1998,3099,EastCoast,2589,2.85
8,Vocational,1968,3181,Central,2590,2.04
8,Vocational,1976,12673,Central,2591,2.37
28,STEM,1949,4296,EastCoast,2592,2.51
13,STEM,1954,4001,EastCoast,2593,2.87
18,Professional,1968,4347,Central,2594,2.94
30,Vocational,2003,3954,WestCoast,2595,2.63
18,Professional,1978,6143,Central,2596,2.32
19,Humanities,1999,5517,EastCoast,2597,2.89
82,Vocational,1969,6626,WestCoast,2598,1.44
29,Professional,1989,3180,WestCoast,2599,3.12
7,STEM,1979,12296,Central,2600,2.33
6,STEM,1959,3541,WestCoast,2601,2.86
36,Professional,1968,14967,WestCoast,2602,2.98
22,Humanities,1958,9807,EastCoast,2603,2.62
5,Humanities,1980,6017,EastCoast,2604,3.2
3,STEM,1985,3793,EastCoast,2605,2.74
10,Professional,1995,2269,WestCoast,2606,2.05
62,Vocational,1968,4195,Central,2607,2.33
37,Vocational,1953,4397,WestCoast,2608,2
11,Buisness,1963,6078,WestCoast,2609,1.12
12,Humanities,1976,3454,Central,2610,2.56
19,Vocational,1985,4002,Central,2611,2.72
7,Other,1993,4964,WestCoast,2612,1.83
13,STEM,1951,7752,WestCoast,2613,1.59
14,STEM,1994,5260,Central,2614,2.78
11,Vocational,1993,1972,WestCoast,2615,2.42
6,Professional,1971,4994,Central,2616,2.71
19,Buisness,1979,6358,EastCoast,2617,2.24
1,Vocational,1972,5195,EastCoast,2618,2.54
7,STEM,1995,6564,Central,2619,2
5,Humanities,1964,1595,Central,2620,2.18
9,Humanities,1971,4419,EastCoast,2621,3.33
6,Professional,1968,2933,EastCoast,2622,2.76
10,Humanities,1979,2295,EastCoast,2623,3.21
16,Humanities,1963,6014,Central,2624,2.12
35,STEM,1987,11330,Central,2625,2.95
20,Humanities,1950,4742,Central,2626,2.13
5,Humanities,1965,2691,EastCoast,2627,2.43
34,STEM,1976,13681,EastCoast,2628,2.72
4,Professional,1969,7122,WestCoast,2629,2.17
22,Humanities,1977,13050,WestCoast,2630,2.66
67,Buisness,1967,5941,WestCoast,2631,3.13
3,Professional,1954,10924,Central,2632,3.06
1,Buisness,1997,4770,Central,2633,2.37
22,Professional,1969,3366,WestCoast,2634,2.09
8,STEM,1995,8577,Central,2635,3.07
14,Professional,1951,3272,EastCoast,2636,2.52
2,Other,2002,4682,WestCoast,2637,2.92
64,Professional,1982,5828,WestCoast,2638,2.34
44,Humanities,1996,4424,EastCoast,2639,2.5
23,Vocational,1955,1030,WestCoast,2640,2.06
3,Professional,1972,5422,EastCoast,2641,2.55
6,STEM,1974,2685,WestCoast,2642,1.54
4,Professional,1954,6693,WestCoast,2643,2.4
20,Humanities,1990,2372,WestCoast,2644,2.51
12,Other,1951,1088,WestCoast,2645,2.97
15,Humanities,1984,6114,Central,2646,2.25
33,Professional,1988,1525,EastCoast,2647,2.47
13,Vocational,1991,2970,WestCoast,2648,2.42
21,Vocational,1972,3059,EastCoast,2649,2.3
19,Vocational,1966,4431,WestCoast,2650,2.32
1,Vocational,1987,10990,WestCoast,2651,3.11
11,STEM,2003,8553,EastCoast,2652,2.44
2,Buisness,1950,2461,WestCoast,2653,2.67
16,STEM,1952,1490,WestCoast,2654,3.02
75,Vocational,1968,5885,WestCoast,2655,2.71
8,STEM,2002,5246,WestCoast,2656,2.64
24,Vocational,1971,4888,EastCoast,2657,2.7
19,Buisness,1996,8722,WestCoast,2658,2.47
16,STEM,1954,4263,WestCoast,2659,2.55
30,Other,1998,1254,EastCoast,2660,2.27
10,Vocational,1969,17149,EastCoast,2661,2.04
62,Vocational,1984,4945,Central,2662,2.13
17,STEM,1971,1937,Central,2663,2.67
9,Vocational,1960,4260,WestCoast,2664,2.73
5,STEM,1963,9995,EastCoast,2665,2.7
29,Humanities,1957,8960,WestCoast,2666,2.96
65,Vocational,1961,2867,Central,2667,1.98
65,Buisness,1970,8074,EastCoast,2668,2.67
3,STEM,1991,5265,EastCoast,2669,2.47
7,Other,1984,6629,WestCoast,2670,2.76
30,Vocational,1987,1562,Central,2671,1.68
18,Humanities,1952,17589,EastCoast,2672,2.31
5,Other,2001,5039,EastCoast,2673,3.17
47,Vocational,1952,3872,EastCoast,2674,2.17
8,Vocational,1975,7363,WestCoast,2675,2.44
12,Humanities,1975,7209,Central,2676,1.98
40,Humanities,2003,12623,Central,2677,3.21
3,STEM,1981,4479,WestCoast,2678,1.88
37,Other,1960,4254,WestCoast,2679,2.22
26,Professional,2000,4526,WestCoast,2680,2.96
40,Humanities,1950,1375,Central,2681,3.16
29,Humanities,1950,8521,Central,2682,2.86
11,STEM,1998,17294,Central,2683,2.38
28,Vocational,1959,7783,WestCoast,2684,2.64
12,Professional,2003,19159,WestCoast,2685,1.13
28,STEM,1959,8077,EastCoast,2686,2.79
9,Vocational,1959,11672,WestCoast,2687,2.06
37,Professional,1994,3765,Central,2688,2.85
1,STEM,1981,5012,EastCoast,2689,2.65
9,STEM,1984,6348,Central,2690,3.27
2,Vocational,1951,3847,WestCoast,2691,1.88
49,Other,1950,37921,WestCoast,2692,2.31
30,Humanities,1981,1614,Central,2693,3.2
32,Vocational,1956,8025,WestCoast,2694,1.79
40,STEM,1999,6693,Central,2695,2.26
1,STEM,1959,5554,WestCoast,2696,2.65
11,Other,1961,2620,EastCoast,2697,2.47
12,Humanities,1962,5551,EastCoast,2698,1.41
18,Vocational,1968,1569,EastCoast,2699,2.64
35,Vocational,1949,3877,Central,2700,3.42
41,Humanities,1977,11244,Central,2701,1.82
4,Buisness,1973,23368,Central,2702,3.19
16,Buisness,1981,4452,EastCoast,2703,1.95
12,Humanities,1993,5856,Central,2704,2.1
4,STEM,1972,3358,WestCoast,2705,2.9
5,Humanities,1981,4470,Central,2706,1.78
0,Professional,1960,4449,WestCoast,2707,2.53
78,Vocational,1965,3952,EastCoast,2708,3.29
14,STEM,1955,6294,EastCoast,2709,1.63
13,Buisness,1964,2440,EastCoast,2710,3.01
10,Vocational,1991,14191,WestCoast,2711,3.43
6,Professional,1960,6397,Central,2712,2.4
5,Humanities,1991,4198,WestCoast,2713,2.33
13,STEM,1959,4775,EastCoast,2714,2.67
47,Buisness,1990,3201,WestCoast,2715,3.07
25,Vocational,1973,5678,EastCoast,2716,2.62
13,Professional,1968,2441,EastCoast,2717,2.46
48,Humanities,1998,7010,Central,2718,2.14
43,Vocational,1952,6446,Central,2719,2.14
51,Vocational,1958,5721,WestCoast,2720,2.04
60,Other,1995,8991,WestCoast,2721,2.24
3,Professional,1980,3535,EastCoast,2722,2.61
21,Humanities,1960,50449,EastCoast,2723,2.42
40,STEM,1971,11649,EastCoast,2724,2.67
19,STEM,1995,6189,Central,2725,2.8
5,Vocational,1954,2339,EastCoast,2726,2.85
63,Professional,1995,5467,EastCoast,2727,2.56
9,Other,1952,5220,EastCoast,2728,2.62
3,Professional,1954,10456,EastCoast,2729,1.94
8,Professional,2000,2683,WestCoast,2730,2.44
5,Buisness,1992,17930,Central,2731,2.38
23,STEM,2001,5523,WestCoast,2732,2.81
3,Professional,1962,3046,WestCoast,2733,3.07
79,STEM,1964,10511,Central,2734,2.67
36,Humanities,1982,7051,Central,2735,2.29
0,Professional,1988,4310,WestCoast,2736,2.88
23,Professional,1997,9684,WestCoast,2737,2.51
78,Vocational,1999,3380,WestCoast,2738,2.8
2,STEM,1990,38028,Central,2739,2.46
30,Other,1980,3663,WestCoast,2740,2.42
9,Buisness,1973,3683,Central,2741,2.41
6,STEM,1992,12825,EastCoast,2742,2.16
59,Professional,1994,7278,EastCoast,2743,3.04
19,Humanities,1956,1702,WestCoast,2744,1.89
24,Humanities,1998,3052,Central,2745,1.91
35,STEM,1955,103877,Central,2746,2.58
10,STEM,1976,3238,WestCoast,2747,2.2
1,STEM,1952,20393,WestCoast,2748,2.25
26,Other,1995,6179,Central,2749,3.13
35,Other,1988,8025,EastCoast,2750,2.47
2,Humanities,1960,4214,WestCoast,2751,1.62
26,STEM,1949,6091,EastCoast,2752,2.67
4,Professional,1980,24150,Central,2753,3.17
24,STEM,1982,2690,EastCoast,2754,2.06
3,STEM,2001,4135,WestCoast,2755,2
7,Professional,1953,7078,Central,2756,2.85
95,Buisness,1972,13487,EastCoast,2757,2.34
19,Vocational,1954,2470,Central,2758,1.79
16,Vocational,1949,4510,Central,2759,1.91
32,STEM,1995,4122,Central,2760,1.8
2,Other,1955,2433,Central,2761,1.97
16,Buisness,1957,3083,Central,2762,2.24
0,Humanities,1968,4857,WestCoast,2763,2.77
3,Vocational,1986,5738,WestCoast,2764,1.77
22,Professional,1979,4579,WestCoast,2765,2.18
4,Other,1957,20972,EastCoast,2766,2.64
0,STEM,1966,3375,EastCoast,2767,2.21
26,Professional,1988,7054,WestCoast,2768,2.25
31,Other,1996,6037,EastCoast,2769,2.26
35,Professional,1979,3692,WestCoast,2770,3.19
10,Buisness,1961,3190,Central,2771,1.82
10,Vocational,1993,8319,Central,2772,2.56
13,Humanities,1970,2597,Central,2773,2.43
83,Professional,1982,2889,Central,2774,2.43
26,Humanities,1954,4839,EastCoast,2775,2.38
18,STEM,1952,4828,WestCoast,2776,2.6
6,Buisness,1987,4476,Central,2777,2.71
25,Professional,1963,7756,Central,2778,2.84
21,STEM,1988,4694,Central,2779,2.72
31,Other,1996,8775,EastCoast,2780,2.48
8,STEM,1995,8908,Central,2781,2.76
23,Professional,1987,4039,WestCoast,2782,2.69
16,Vocational,1949,6273,EastCoast,2783,2.76
26,STEM,1974,1874,EastCoast,2784,2.6
38,STEM,1988,5401,EastCoast,2785,2.27
26,Vocational,1984,5669,WestCoast,2786,2.1
10,Vocational,1982,2135,Central,2787,2.22
93,Professional,2000,4234,Central,2788,2.03
12,Buisness,1973,2213,Central,2789,2.69
55,Professional,1974,3451,Central,2790,1.79
18,Vocational,1955,3581,Central,2791,3.16
25,Other,1974,2849,WestCoast,2792,2.68
9,Other,1977,4359,EastCoast,2793,2.82
1,Professional,1961,5707,WestCoast,2794,2.25
7,Other,1971,4820,EastCoast,2795,2.52
116,Buisness,1980,1548,WestCoast,2796,3.15
1,STEM,1983,7779,EastCoast,2797,3.14
5,Humanities,1961,2769,EastCoast,2798,2.52
3,Humanities,1986,4759,EastCoast,2799,1.99
2,Professional,1981,7510,EastCoast,2800,1.33
2,Professional,1975,2923,Central,2801,1.83
38,Humanities,1979,1347,Central,2802,2.55
6,Vocational,1949,1959,Central,2803,2.97
10,Humanities,1967,2211,Central,2804,2.28
51,STEM,1981,2578,Central,2805,2.83
5,Vocational,1957,9576,WestCoast,2806,3.14
11,Buisness,1987,6327,WestCoast,2807,2.43
13,Buisness,1980,4155,Central,2808,2.77
32,Vocational,1960,9531,WestCoast,2809,2.26
18,STEM,1966,6180,Central,2810,2.76
35,Humanities,1977,6600,EastCoast,2811,2.08
7,Professional,1966,2973,Central,2812,2.05
21,Humanities,1994,4723,EastCoast,2813,2.55
4,Buisness,1959,6845,WestCoast,2814,1.77
0,STEM,1989,3403,EastCoast,2815,2.4
14,Professional,1986,2752,WestCoast,2816,2.06
51,Professional,2002,6817,Central,2817,2.96
17,STEM,1978,2990,EastCoast,2818,2.35
39,STEM,1992,7580,Central,2819,2.21
28,Humanities,1962,6755,EastCoast,2820,2.35
31,STEM,1955,5649,WestCoast,2821,1.92
25,Vocational,1965,1457,EastCoast,2822,2.32
52,Vocational,1980,3006,Central,2823,3.01
64,Professional,2001,2923,Central,2824,2.63
24,STEM,1989,5430,WestCoast,2825,2.8
10,Professional,1949,5234,EastCoast,2826,2.58
32,Professional,1968,2892,Central,2827,2.88
4,STEM,1980,8535,WestCoast,2828,2.27
3,STEM,1962,2081,Central,2829,2.88
22,Buisness,1963,5456,WestCoast,2830,2.76
30,Buisness,1972,1862,EastCoast,2831,3.38
18,Buisness,1977,13752,Central,2832,2.24
21,Vocational,1962,36747,WestCoast,2833,2.21
13,STEM,1978,3066,EastCoast,2834,2.9
27,Buisness,1999,4997,WestCoast,2835,2.96
25,STEM,1982,2868,EastCoast,2836,2.4
16,Humanities,1956,8587,EastCoast,2837,2.84
34,STEM,1990,9466,Central,2838,2.51
7,STEM,1959,4993,Central,2839,1.71
33,Vocational,1968,7228,Central,2840,2.45
10,Buisness,1966,2427,Central,2841,2.67
15,Professional,1985,3835,EastCoast,2842,2.44
7,Vocational,1954,6421,EastCoast,2843,2.91
30,Humanities,1966,1686,WestCoast,2844,3.15
9,Other,1964,5284,EastCoast,2845,3.35
8,Humanities,1960,2432,EastCoast,2846,2.44
77,STEM,1999,5983,WestCoast,2847,2.75
2,Other,1966,6925,EastCoast,2848,3.06
3,Humanities,1985,1749,EastCoast,2849,2.93
0,Humanities,1983,3653,WestCoast,2850,1.74
8,Professional,2000,6261,Central,2851,2.67
